species_tree,fam_species,order_species,sc,habitat,long_x,lat_y,b_nisc,g_nisc,p_nisc,nisc
Abeillia_abeillei,Trochilidae,Caprimulgiformes,1,1,-89.79308451,15.28957033,0,0,0,0
Aburria_aburri,Cracidae,Galliformes,1,1,-75.22664906,-2.801676702,0,0,0,0
Accipiter_albogularis,Accipitridae,Accipitriformes,0,6,158.5362667,-8.227145823,0,0,0,0
Accipiter_badius,Accipitridae,Accipitriformes,0,6,42.41505756,7.246197276,0,0,0,0
Accipiter_bicolor,Accipitridae,Accipitriformes,0,3,-59.89273414,-10.56392174,0,0,0,0
Accipiter_brachyurus,Accipitridae,Accipitriformes,0,1,150.5282727,-5.539056481,0,0,0,0
Accipiter_brevipes,Accipitridae,Accipitriformes,0,6,39.18376381,45.50689305,0,0,0,0
Accipiter_butleri,Accipitridae,Accipitriformes,0,1,93.38568206,7.940611444,0,0,0,0
Accipiter_castanilius,Accipitridae,Accipitriformes,0,6,18.26968787,-0.798000639,0,0,0,0
Accipiter_chilensis,Accipitridae,Accipitriformes,0,6,-59.89273414,-10.56392174,0,0,0,0
Accipiter_cirrocephalus,Accipitridae,Accipitriformes,0,6,137.3526373,-23.94119156,0,0,0,0
Accipiter_collaris,Accipitridae,Accipitriformes,0,1,-75.92315261,-3.184178473,0,0,0,0
Accipiter_cooperii,Accipitridae,Accipitriformes,0,6,-99.81909828,40.29626815,0,0,0,0
Accipiter_erythrauchen,Accipitridae,Accipitriformes,0,6,128.2043048,-1.286550169,0,0,0,0
Accipiter_erythropus,Accipitridae,Accipitriformes,0,3,10.37981469,3.521646384,0,0,0,0
Accipiter_fasciatus,Accipitridae,Accipitriformes,0,6,135.0379616,-24.90326521,0,0,0,0
Accipiter_francesiae,Accipitridae,Accipitriformes,0,6,46.67881479,-19.4653542,0,0,0,0
Accipiter_gentilis,Accipitridae,Accipitriformes,0,1,18.21345565,56.92983526,0,0,0,0
Accipiter_griseiceps,Accipitridae,Accipitriformes,0,6,121.1416233,-1.802327216,0,0,0,0
Accipiter_gularis,Accipitridae,Accipitriformes,0,6,115.5960868,47.88379319,0,0,0,0
Accipiter_gundlachi,Accipitridae,Accipitriformes,0,6,-77.24815153,21.00579502,0,0,0,0
Accipiter_haplochrous,Accipitridae,Accipitriformes,0,6,165.48473,-21.33462891,0,0,0,0
Accipiter_henicogrammus,Accipitridae,Accipitriformes,0,1,128.0107613,0.880712879,0,0,0,0
Accipiter_henstii,Accipitridae,Accipitriformes,0,6,46.68106285,-19.47632222,0,0,0,0
Accipiter_hiogaster,Accipitridae,Accipitriformes,0,6,NA,NA,0,0,0,0
Accipiter_imitator,Accipitridae,Accipitriformes,0,1,156.4762972,-6.77883481,0,0,0,0
Accipiter_luteoschistaceus,Accipitridae,Accipitriformes,0,6,150.2579075,-5.608437715,0,0,0,0
Accipiter_madagascariensis,Accipitridae,Accipitriformes,0,6,46.88419113,-18.99795283,0,0,0,0
Accipiter_melanochlamys,Accipitridae,Accipitriformes,0,6,141.8692344,-5.308876276,0,0,0,0
Accipiter_melanoleucus,Accipitridae,Accipitriformes,0,6,25.26338862,-5.837410412,0,0,0,0
Accipiter_meyerianus,Accipitridae,Accipitriformes,0,6,141.6628812,-4.767155677,0,0,0,0
Accipiter_minullus,Accipitridae,Accipitriformes,0,6,29.46419393,-10.16149889,0,0,0,0
Accipiter_nanus,Accipitridae,Accipitriformes,0,1,121.294161,-0.946891401,0,0,0,0
Accipiter_nisus,Accipitridae,Accipitriformes,0,6,73.90824338,55.29542352,0,0,0,0
Accipiter_novaehollandiae,Accipitridae,Accipitriformes,0,1,142.8205158,-20.39856582,0,0,0,0
Accipiter_ovampensis,Accipitridae,Accipitriformes,0,6,23.46472698,-8.329563056,0,0,0,0
Accipiter_poliocephalus,Accipitridae,Accipitriformes,0,1,140.6109567,-5.341154258,0,0,0,0
Accipiter_poliogaster,Accipitridae,Accipitriformes,0,1,-60.26536152,-7.685231377,0,0,0,0
Accipiter_princeps,Accipitridae,Accipitriformes,0,1,151.0385553,-5.350507539,0,0,0,0
Accipiter_rhodogaster,Accipitridae,Accipitriformes,0,6,121.3212227,-1.763785324,0,0,0,0
Accipiter_rufitorques,Accipitridae,Accipitriformes,0,6,178.4845017,-17.45062841,0,0,0,0
Accipiter_rufiventris,Accipitridae,Accipitriformes,0,6,32.58586204,-7.020167452,0,0,0,0
Accipiter_soloensis,Accipitridae,Accipitriformes,0,6,112.0013936,26.98088981,0,0,0,0
Accipiter_striatus,Accipitridae,Accipitriformes,0,6,-94.57611761,30.29556153,0,0,0,0
Accipiter_superciliosus,Accipitridae,Accipitriformes,0,1,-60.98421095,-6.296353547,0,0,0,0
Accipiter_tachiro,Accipitridae,Accipitriformes,0,6,23.64686041,-5.859750812,0,0,0,0
Accipiter_trinotatus,Accipitridae,Accipitriformes,0,6,121.3899008,-1.816361003,0,0,0,0
Accipiter_trivirgatus,Accipitridae,Accipitriformes,0,6,101.509473,14.03150474,0,0,0,0
Accipiter_virgatus,Accipitridae,Accipitriformes,0,6,101.1914228,22.27396188,0,0,0,0
Aceros_cassidix,Bucerotidae,Bucerotiformes,0,1,121.2234168,-2.132368976,0,0,0,0
Aceros_comatus,Bucerotidae,Bucerotiformes,0,6,108.3954651,1.694470768,0,0,0,0
Aceros_corrugatus,Bucerotidae,Bucerotiformes,0,6,108.0196773,0.508794263,0,0,0,0
Aceros_everetti,Bucerotidae,Bucerotiformes,0,1,119.953779,-9.762454807,0,0,0,0
Aceros_leucocephalus,Bucerotidae,Bucerotiformes,0,1,124.8410601,7.699084472,0,0,0,0
Aceros_narcondami,Bucerotidae,Bucerotiformes,0,1,94.28929563,13.43480204,0,0,0,0
Aceros_nipalensis,Bucerotidae,Bucerotiformes,0,1,97.30809145,24.04401337,0,0,0,0
Aceros_plicatus,Bucerotidae,Bucerotiformes,0,6,141.3133165,-5.221807477,0,0,0,0
Aceros_subruficollis,Bucerotidae,Bucerotiformes,0,6,98.69982247,14.2465287,0,0,0,0
Aceros_undulatus,Bucerotidae,Bucerotiformes,0,1,103.8811366,10.07648946,0,0,0,0
Aceros_waldeni,Bucerotidae,Bucerotiformes,0,1,122.442869,11.19317542,0,0,0,0
Acryllium_vulturinum,Numididae,Galliformes,1,3,41.68956654,4.193261249,1,0,0,1
Actenoides_bougainvillei,Alcedinidae,Coraciiformes,1,6,155.6088113,-6.445021669,1,1,0,1
Actenoides_concretus,Alcedinidae,Coraciiformes,1,1,108.6126357,1.278679266,1,1,0,1
Actenoides_hombroni,Alcedinidae,Coraciiformes,1,1,124.831244,7.666486847,1,1,0,1
Actenoides_lindsayi,Alcedinidae,Coraciiformes,1,1,121.799187,14.70629029,1,1,0,1
Actenoides_monachus,Alcedinidae,Coraciiformes,1,1,121.123394,-2.020184606,1,1,0,1
Actenoides_princeps,Alcedinidae,Coraciiformes,1,1,121.2006425,-1.641335793,1,0,0,1
Actitis_hypoleucos,Scolopacidae,Charadriiformes,0,6,82.41891944,58.04924888,0,0,0,0
Actitis_macularius,Scolopacidae,Charadriiformes,0,6,-111.3640951,55.2447862,0,0,0,0
Actophilornis_africanus,Jacanidae,Charadriiformes,0,4,21.3922904,-4.274949479,0,0,0,0
Actophilornis_albinucha,Jacanidae,Charadriiformes,0,4,46.21232565,-16.60070167,0,0,0,0
Adelomyia_melanogenys,Trochilidae,Caprimulgiformes,1,6,-73.24093888,-4.795752918,0,0,0,0
Aechmophorus_clarkii,Podicipedidae,Podicipediformes,0,6,-110.8472489,41.11543743,0,0,0,0
Aechmophorus_occidentalis,Podicipedidae,Podicipediformes,0,6,-109.949426,44.59854091,0,0,0,0
Aegolius_acadicus,Strigidae,Strigiformes,0,6,-102.9710682,47.56705682,0,0,0,0
Aegolius_funereus,Strigidae,Strigiformes,0,1,91.12477991,58.83981096,0,0,0,0
Aegolius_harrisii,Strigidae,Strigiformes,0,1,-54.71869711,-26.68361226,0,0,0,0
Aegolius_ridgwayi,Strigidae,Strigiformes,0,1,-83.39643489,9.427405264,0,0,0,0
Aegotheles_affinis,Aegothelidae,Caprimulgiformes,0,1,NA,NA,0,0,0,0
Aegotheles_albertisi,Aegothelidae,Caprimulgiformes,0,3,145.4117068,-6.754064592,0,0,0,0
Aegotheles_bennettii,Aegothelidae,Caprimulgiformes,0,1,144.3670791,-5.865042311,0,0,0,0
Aegotheles_crinifrons,Aegothelidae,Caprimulgiformes,0,6,127.9522626,0.706724481,0,0,0,0
Aegotheles_cristatus,Aegothelidae,Caprimulgiformes,0,6,134.601557,-26.12092718,0,0,0,0
Aegotheles_insignis,Aegothelidae,Caprimulgiformes,0,1,141.9083337,-5.306506419,0,0,0,0
Aegotheles_savesi,Aegothelidae,Caprimulgiformes,0,1,166.4845178,-21.95894185,0,0,0,0
Aegotheles_tatei,Aegothelidae,Caprimulgiformes,0,1,141.4439974,-5.832798897,0,0,0,0
Aegotheles_wallacii,Aegothelidae,Caprimulgiformes,0,6,139.7378359,-4.447594094,0,0,0,0
Aegypius_monachus,Accipitridae,Accipitriformes,0,3,84.55160072,40.79623608,0,0,0,0
Aenigmatolimnas_marginalis,Rallidae,Gruiformes,0,6,29.44928688,-10.41961388,0,0,0,0
Aepypodius_arfakianus,Megapodiidae,Galliformes,0,1,141.9242186,-5.332741201,0,0,0,0
Aepypodius_bruijnii,Megapodiidae,Galliformes,0,1,130.9748206,-0.164358745,0,0,0,0
Aerodramus_ceramensis,Apodidae,Caprimulgiformes,0,5,NA,NA,0,0,0,0
Aerodramus_sororum,Apodidae,Caprimulgiformes,0,5,NA,NA,0,0,0,0
Aeronautes_andecolus,Apodidae,Caprimulgiformes,0,1,-68.75056221,-24.64543142,0,0,0,0
Aeronautes_montivagus,Apodidae,Caprimulgiformes,0,1,-68.66473365,-3.238981024,0,0,0,0
Aeronautes_saxatalis,Apodidae,Caprimulgiformes,0,6,-109.1385424,33.38134243,0,0,0,0
Aethia_cristatella,Alcidae,Charadriiformes,0,5,165.5531793,55.04055956,0,0,0,0
Aethia_psittacula,Alcidae,Charadriiformes,0,5,-31.99060026,55.86773159,0,0,0,0
Aethia_pusilla,Alcidae,Charadriiformes,0,6,177.2491167,56.49908394,0,0,0,0
Aethia_pygmaea,Alcidae,Charadriiformes,0,5,164.8853569,53.6974729,0,0,0,0
Afropavo_congensis,Phasianidae,Galliformes,1,1,24.24633552,-1.166376795,0,0,0,0
Agamia_agami,Ardeidae,Pelecaniformes,1,6,-63.8809255,-3.095105766,1,0,0,1
Agapornis_canus,Psittaculidae,Psittaciformes,1,3,46.67924963,-19.48048807,0,1,0,1
Agapornis_fischeri,Psittaculidae,Psittaciformes,1,3,34.73465998,-2.473249207,1,1,0,1
Agapornis_lilianae,Psittaculidae,Psittaciformes,1,1,32.59821685,-11.76786421,0,1,0,1
Agapornis_nigrigenis,Psittaculidae,Psittaciformes,1,1,25.42521632,-16.96882933,0,1,0,1
Agapornis_personatus,Psittaculidae,Psittaciformes,1,1,35.62130597,-5.943375326,0,1,0,1
Agapornis_pullarius,Psittaculidae,Psittaciformes,1,6,17.22194002,4.666439213,1,1,0,1
Agapornis_roseicollis,Psittaculidae,Psittaciformes,1,6,16.41132424,-21.06358477,1,1,0,1
Agapornis_swindernianus,Psittaculidae,Psittaciformes,1,1,19.53955913,1.271823722,1,1,0,1
Agapornis_taranta,Psittaculidae,Psittaciformes,1,3,38.31522212,9.927831253,0,1,0,1
Agelastes_meleagrides,Numididae,Galliformes,0,1,-6.954111289,6.418578876,0,0,0,0
Agelastes_niger,Numididae,Galliformes,0,6,16.73433138,1.097357233,0,0,0,0
Aglaeactis_aliciae,Trochilidae,Caprimulgiformes,1,1,-77.74171023,-7.744640819,0,0,0,0
Aglaeactis_castelnaudii,Trochilidae,Caprimulgiformes,1,1,-73.6487643,-12.27147363,0,0,0,0
Aglaeactis_cupripennis,Trochilidae,Caprimulgiformes,1,1,-76.36011841,-5.182650509,0,0,0,0
Aglaeactis_pamela,Trochilidae,Caprimulgiformes,1,1,-66.88929491,-16.87868131,0,0,0,0
Aglaiocercus_berlepschi,Trochilidae,Caprimulgiformes,1,1,-63.74197917,10.21564419,0,0,0,0
Aglaiocercus_coelestis,Trochilidae,Caprimulgiformes,1,1,-77.81703133,1.599796779,0,0,0,0
Aglaiocercus_kingii,Trochilidae,Caprimulgiformes,1,3,-73.4712166,-2.061375663,0,0,0,0
Aix_galericulata,Anatidae,Anseriformes,1,6,132.2352987,45.5370761,0,0,0,0
Aix_sponsa,Anatidae,Anseriformes,1,6,-92.95209499,41.78770345,0,0,0,0
Alca_torda,Alcidae,Charadriiformes,0,5,-20.66516674,62.40857442,0,0,0,0
Alcedo_argentata,Alcedinidae,Coraciiformes,1,6,124.8124363,8.384043034,1,0,0,1
Alcedo_atthis,Alcedinidae,Coraciiformes,1,4,74.00794848,38.7507621,1,1,0,1
Alcedo_azurea,Alcedinidae,Coraciiformes,1,6,141.7763815,-20.84023934,1,0,0,1
Alcedo_coerulescens,Alcedinidae,Coraciiformes,1,4,108.9708899,-6.405345217,1,0,0,1
Alcedo_cristata,Alcedinidae,Coraciiformes,1,6,20.84072766,-4.110203555,1,0,0,1
Alcedo_cyanopectus,Alcedinidae,Coraciiformes,1,4,121.7444367,14.58804371,1,0,0,1
Alcedo_euryzona,Alcedinidae,Coraciiformes,1,4,107.8513434,1.052480907,1,0,0,1
Alcedo_hercules,Alcedinidae,Coraciiformes,1,6,99.29298657,23.05419838,1,1,0,1
Alcedo_leucogaster,Alcedinidae,Coraciiformes,1,6,15.30787864,1.848451109,1,0,0,1
Alcedo_meninting,Alcedinidae,Coraciiformes,1,6,101.9203865,10.63359723,1,0,0,1
Alcedo_peninsulae,Alcedinidae,Coraciiformes,1,6,NA,NA,1,1,0,1
Alcedo_quadribrachys,Alcedinidae,Coraciiformes,1,6,13.89329414,1.587253908,1,0,0,1
Alcedo_semitorquata,Alcedinidae,Coraciiformes,1,6,29.15713194,-14.03186944,1,1,0,1
Alcedo_vintsioides,Alcedinidae,Coraciiformes,1,6,46.67011221,-19.45567117,1,0,0,1
Alcedo_websteri,Alcedinidae,Coraciiformes,1,6,150.7870042,-4.378979399,1,0,0,1
Alectoris_barbara,Phasianidae,Galliformes,1,6,3.342498955,32.29908922,1,0,0,1
Alectoris_chukar,Phasianidae,Galliformes,1,2,79.40240079,40.53975813,1,0,0,1
Alectoris_graeca,Phasianidae,Galliformes,1,6,17.23206886,43.09608648,1,0,0,1
Alectoris_magna,Phasianidae,Galliformes,1,2,100.2395149,36.76971456,1,0,0,1
Alectoris_melanocephala,Phasianidae,Galliformes,1,6,46.99697975,17.30517426,1,0,0,1
Alectoris_philbyi,Phasianidae,Galliformes,1,6,42.78491215,17.90232314,1,0,0,1
Alectoris_rufa,Phasianidae,Galliformes,1,6,-1.914930101,53.02429373,1,0,0,1
Alectroenas_madagascariensis,Columbidae,Columbiformes,1,1,47.63738976,-19.14009942,1,0,0,1
Alectroenas_nitidissimus,Columbidae,Columbiformes,1,NA,NA,NA,1,0,0,1
Alectroenas_pulcherrimus,Columbidae,Columbiformes,0,1,55.51528204,-4.574270981,0,0,0,0
Alectroenas_sganzini,Columbidae,Columbiformes,0,6,44.12085851,-11.87291746,0,0,0,0
Alectura_lathami,Megapodiidae,Galliformes,0,6,148.2397279,-23.19839514,0,0,0,0
Alipiopsitta_xanthops,Psittacidae,Psittaciformes,1,3,-49.23294342,-14.23429371,0,1,0,1
Alisterus_amboinensis,Psittaculidae,Psittaciformes,1,6,131.2302701,-1.904589546,1,1,0,1
Alisterus_chloropterus,Psittaculidae,Psittaciformes,1,1,142.193919,-5.431499685,1,1,0,1
Alisterus_scapularis,Psittaculidae,Psittaciformes,1,3,149.252585,-29.8196228,1,1,0,1
Alle_alle,Alcidae,Charadriiformes,0,5,45.892394,78.23487317,0,0,0,0
Alopecoenas_salamonis,Columbidae,Columbiformes,1,1,NA,NA,0,0,0,0
Alopochen_aegyptiaca,Anatidae,Anseriformes,1,6,23.60864175,-2.704634124,0,0,0,0
Amaurolimnas_concolor,Rallidae,Gruiformes,0,6,-69.28603447,-1.828313726,0,0,0,0
Amaurornis_akool,Rallidae,Gruiformes,0,4,91.02054259,23.86922818,0,0,0,0
Amaurornis_bicolor,Rallidae,Gruiformes,0,6,99.32089161,25.2845218,0,0,0,0
Amaurornis_flavirostra,Rallidae,Gruiformes,0,4,20.07254242,-3.013287649,0,0,0,0
Amaurornis_isabellina,Rallidae,Gruiformes,0,6,122.2758562,-0.471088153,0,0,0,0
Amaurornis_magnirostris,Rallidae,Gruiformes,0,1,126.7863448,4.284437906,0,0,0,0
Amaurornis_moluccana,Rallidae,Gruiformes,0,6,141.8118036,-9.98988823,0,0,0,0
Amaurornis_olivacea,Rallidae,Gruiformes,0,6,123.0815553,11.87686811,0,0,0,0
Amaurornis_olivieri,Rallidae,Gruiformes,0,4,44.65816891,-18.45664505,0,0,0,0
Amaurornis_phoenicurus,Rallidae,Gruiformes,0,6,99.05105894,19.25912766,0,0,0,0
Amazilia_amazilia,Trochilidae,Caprimulgiformes,1,6,-79.09735994,-6.465021301,0,0,0,0
Amazilia_beryllina,Trochilidae,Caprimulgiformes,1,6,-100.0109432,19.93528721,0,0,0,0
Amazilia_boucardi,Trochilidae,Caprimulgiformes,1,6,-84.03539672,9.277467658,0,0,0,0
Amazilia_brevirostris,Trochilidae,Caprimulgiformes,1,6,-61.10855912,6.441430314,0,0,0,0
Amazilia_candida,Trochilidae,Caprimulgiformes,1,1,-90.34887291,17.3005125,0,0,0,0
Amazilia_castaneiventris,Trochilidae,Caprimulgiformes,1,1,-73.20459927,6.785431555,0,0,0,0
Amazilia_chionogaster,Trochilidae,Caprimulgiformes,1,6,-69.33621553,-16.62225747,0,0,0,0
Amazilia_cupreicauda,Trochilidae,Caprimulgiformes,1,6,NA,NA,0,0,0,0
Amazilia_cyanifrons,Trochilidae,Caprimulgiformes,1,6,-75.1142396,3.76594004,0,0,0,0
Amazilia_cyanocephala,Trochilidae,Caprimulgiformes,1,3,-91.3247689,16.43631477,0,0,0,0
Amazilia_cyanura,Trochilidae,Caprimulgiformes,1,6,-88.55106374,13.89356194,0,0,0,0
Amazilia_edward,Trochilidae,Caprimulgiformes,1,6,-80.46087672,8.431286107,0,0,0,0
Amazilia_fimbriata,Trochilidae,Caprimulgiformes,1,6,-56.9974695,-6.990550719,0,0,0,0
Amazilia_franciae,Trochilidae,Caprimulgiformes,1,1,-77.05798334,-0.389962019,0,0,0,0
Amazilia_hoffmanni,Trochilidae,Caprimulgiformes,1,6,NA,NA,0,0,0,0
Amazilia_lactea,Trochilidae,Caprimulgiformes,1,6,-59.88044906,-13.1171578,0,0,0,0
Amazilia_leucogaster,Trochilidae,Caprimulgiformes,1,6,-52.12959848,2.230184898,0,0,0,0
Amazilia_luciae,Trochilidae,Caprimulgiformes,1,1,-87.18705327,15.18810988,0,0,0,0
Amazilia_rutila,Trochilidae,Caprimulgiformes,1,1,-94.26837899,17.30096794,0,0,0,0
Amazilia_saucerottei,Trochilidae,Caprimulgiformes,1,6,-76.7286326,8.576335142,0,0,0,0
Amazilia_tobaci,Trochilidae,Caprimulgiformes,1,6,-65.33876967,7.920924436,0,0,0,0
Amazilia_tzacatl,Trochilidae,Caprimulgiformes,1,6,-81.85981937,10.83316309,0,0,0,0
Amazilia_versicolor,Trochilidae,Caprimulgiformes,1,6,-54.77785497,-11.22904681,0,0,0,0
Amazilia_violiceps,Trochilidae,Caprimulgiformes,1,6,-105.175052,23.80438042,0,0,0,0
Amazilia_viridicauda,Trochilidae,Caprimulgiformes,1,1,-64.57467702,2.884327746,0,0,0,0
Amazilia_viridifrons,Trochilidae,Caprimulgiformes,1,1,-96.33033453,16.67396801,0,0,0,0
Amazilia_viridigaster,Trochilidae,Caprimulgiformes,1,1,-64.85341677,4.974801709,0,0,0,0
Amazilia_yucatanensis,Trochilidae,Caprimulgiformes,1,6,-93.63426943,20.42039525,0,0,0,0
Amazona_aestiva,Psittacidae,Psittaciformes,1,3,-54.51095339,-19.12664518,1,1,0,1
Amazona_agilis,Psittacidae,Psittaciformes,1,1,-77.53632127,18.23650853,1,1,0,1
Amazona_albifrons,Psittacidae,Psittaciformes,1,6,-92.71635236,17.98600487,1,1,0,1
Amazona_amazonica,Psittacidae,Psittaciformes,1,6,-58.76330879,-5.314751902,1,1,0,1
Amazona_arausiaca,Psittacidae,Psittaciformes,1,6,-61.37635272,15.46364206,1,1,0,1
Amazona_auropalliata,Psittacidae,Psittaciformes,1,6,-87.86487377,13.57608724,1,1,0,1
Amazona_autumnalis,Psittacidae,Psittaciformes,1,6,-83.51071658,11.38798378,1,1,1,1
Amazona_barbadensis,Psittacidae,Psittaciformes,1,1,-69.32939631,11.2640628,1,1,0,1
Amazona_brasiliensis,Psittacidae,Psittaciformes,1,6,-48.03943948,-25.12629239,1,1,1,1
Amazona_collaria,Psittacidae,Psittaciformes,1,6,-77.29349494,18.1809309,1,1,0,1
Amazona_dufresniana,Psittacidae,Psittaciformes,1,1,-56.94972007,4.81701242,1,1,0,1
Amazona_farinosa,Psittacidae,Psittaciformes,1,1,-64.73892731,-2.641611194,1,1,0,1
Amazona_festiva,Psittacidae,Psittaciformes,1,6,-63.06152566,-1.05552935,1,1,0,1
Amazona_finschi,Psittacidae,Psittaciformes,1,1,-104.9811376,22.40099781,1,1,1,1
Amazona_guildingii,Psittacidae,Psittaciformes,1,6,-61.19705482,13.25202317,1,1,0,1
Amazona_imperialis,Psittacidae,Psittaciformes,1,1,-61.39316267,15.49716426,1,1,1,1
Amazona_kawalli,Psittacidae,Psittaciformes,1,6,-59.9925808,-5.983420714,1,1,0,1
Amazona_leucocephala,Psittacidae,Psittaciformes,1,6,-78.94906107,21.86155134,1,1,0,1
Amazona_mercenarius,Psittacidae,Psittaciformes,1,1,-74.04438501,-3.429207518,1,1,0,1
Amazona_ochrocephala,Psittacidae,Psittaciformes,1,3,-64.36852679,-1.821618052,1,1,0,1
Amazona_oratrix,Psittacidae,Psittaciformes,1,6,-93.47204255,18.35072866,1,1,1,1
Amazona_pretrei,Psittacidae,Psittaciformes,1,1,-52.02378438,-28.84294056,1,1,0,1
Amazona_rhodocorytha,Psittacidae,Psittaciformes,1,1,-42.35657752,-20.95122184,1,1,0,1
Amazona_tucumana,Psittacidae,Psittaciformes,1,1,-64.39457901,-23.06272287,1,1,0,1
Amazona_ventralis,Psittacidae,Psittaciformes,1,3,-70.93231086,18.65901159,1,1,0,1
Amazona_versicolor,Psittacidae,Psittaciformes,1,1,-60.97213788,13.87678955,1,1,1,1
Amazona_vinacea,Psittacidae,Psittaciformes,1,2,-47.85695513,-24.87721966,1,1,1,1
Amazona_viridigenalis,Psittacidae,Psittaciformes,1,1,-99.08132048,22.343408,1,1,1,1
Amazona_vittata,Psittacidae,Psittaciformes,1,6,-65.81740527,18.28824837,1,1,0,1
Amazona_xantholora,Psittacidae,Psittaciformes,1,3,-88.99598554,19.72994304,1,1,0,1
Amazonetta_brasiliensis,Anatidae,Anseriformes,1,4,-53.25687526,-15.20337057,0,0,0,0
Ammoperdix_griseogularis,Phasianidae,Galliformes,0,2,59.5045317,33.33556518,0,0,0,0
Ammoperdix_heyi,Phasianidae,Galliformes,0,2,41.43142793,24.04808779,0,0,0,0
Anarhynchus_frontalis,Charadriidae,Charadriiformes,0,5,170.5186604,-43.88081308,0,0,0,0
Anas_acuta,Anatidae,Anseriformes,1,6,25.96158567,61.67701778,0,0,0,0
Anas_albogularis,Anatidae,Anseriformes,1,4,NA,NA,0,0,0,0
Anas_americana,Anatidae,Anseriformes,1,6,-119.4328936,56.64155893,0,0,0,0
Anas_andium,Anatidae,Anseriformes,1,4,-75.53882772,4.028422894,0,0,0,0
Anas_aucklandica,Anatidae,Anseriformes,1,5,166.0995123,-50.76517366,0,0,0,0
Anas_bahamensis,Anatidae,Anseriformes,1,6,-62.20905235,-21.60654298,0,0,0,0
Anas_bernieri,Anatidae,Anseriformes,1,6,45.83960085,-17.15557197,0,0,0,0
Anas_capensis,Anatidae,Anseriformes,1,6,23.19565633,-18.72136719,0,0,0,0
Anas_castanea,Anatidae,Anseriformes,1,6,139.4219384,-30.21615399,0,0,0,0
Anas_chlorotis,Anatidae,Anseriformes,1,6,172.1691597,-39.12817398,0,0,0,0
Anas_clypeata,Anatidae,Anseriformes,1,4,20.6799535,57.61847942,1,0,0,1
Anas_crecca,Anatidae,Anseriformes,1,4,17.2082194,59.89935759,0,0,0,0
Anas_cyanoptera,Anatidae,Anseriformes,1,4,-94.37748846,9.968447899,0,0,0,0
Anas_diazi,Anatidae,Anseriformes,1,4,NA,NA,0,0,0,0
Anas_discors,Anatidae,Anseriformes,1,6,-106.919386,50.07981201,0,0,0,0
Anas_eatoni,Anatidae,Anseriformes,1,4,67.22202769,-48.91147347,0,0,0,0
Anas_erythrorhyncha,Anatidae,Anseriformes,1,4,29.75086746,-11.20658742,0,0,0,0
Anas_falcata,Anatidae,Anseriformes,1,6,121.6590323,56.02765675,0,0,0,0
Anas_flavirostris,Anatidae,Anseriformes,1,6,-66.77123727,-35.81749953,0,0,0,0
Anas_formosa,Anatidae,Anseriformes,1,4,141.2389501,65.51648036,0,0,0,0
Anas_fulvigula,Anatidae,Anseriformes,1,6,-88.2950724,28.1637206,0,0,0,0
Anas_georgica,Anatidae,Anseriformes,1,6,-66.4632511,-35.10094096,0,0,0,0
Anas_gibberifrons,Anatidae,Anseriformes,1,6,114.1638073,-3.891020071,0,0,0,0
Anas_gracilis,Anatidae,Anseriformes,1,6,136.3344072,-24.09198768,0,0,0,0
Anas_hottentota,Anatidae,Anseriformes,1,4,30.23448392,-12.08106851,0,0,0,0
Anas_laysanensis,Anatidae,Anseriformes,1,6,-171.7313344,25.76432794,0,0,0,0
Anas_luzonica,Anatidae,Anseriformes,1,6,122.9595739,11.75887146,0,0,0,0
Anas_melleri,Anatidae,Anseriformes,1,4,48.02590436,-19.44331047,0,0,0,0
Anas_nesiotis,Anatidae,Anseriformes,1,6,169.0667077,-52.52515617,0,0,0,0
Anas_penelope,Anatidae,Anseriformes,1,6,94.06909562,63.37248602,0,0,0,0
Anas_platalea,Anatidae,Anseriformes,1,4,-66.25329399,-37.58364452,0,0,0,0
Anas_platyrhynchos,Anatidae,Anseriformes,1,6,-2.657767885,54.03554157,0,0,0,0
Anas_poecilorhyncha,Anatidae,Anseriformes,1,6,104.7582525,34.09904917,0,0,0,0
Anas_puna,Anatidae,Anseriformes,1,4,-69.05411795,-18.22950606,0,0,0,0
Anas_querquedula,Anatidae,Anseriformes,1,6,74.54258095,54.67564848,0,0,0,0
Anas_rhynchotis,Anatidae,Anseriformes,1,4,139.2400379,-29.90231042,0,0,0,0
Anas_rubripes,Anatidae,Anseriformes,1,6,-79.18692398,50.58630479,0,0,0,0
Anas_sibilatrix,Anatidae,Anseriformes,1,6,-67.85701412,-41.54725445,0,0,0,0
Anas_smithii,Anatidae,Anseriformes,1,4,22.57517685,-25.26544636,0,0,0,0
Anas_sparsa,Anatidae,Anseriformes,1,6,28.43448081,-10.57759847,0,0,0,0
Anas_strepera,Anatidae,Anseriformes,1,6,26.80229533,50.39295925,0,0,0,0
Anas_superciliosa,Anatidae,Anseriformes,1,4,136.2130413,-23.27302433,0,0,0,0
Anas_theodori,Anatidae,Anseriformes,1,NA,NA,NA,0,0,0,0
Anas_undulata,Anatidae,Anseriformes,1,6,28.44942967,-11.42400615,0,0,0,0
Anas_versicolor,Anatidae,Anseriformes,1,4,-64.73200002,-38.20456553,0,0,0,0
Anas_wyviliana,Anatidae,Anseriformes,1,4,-157.3319781,20.91718518,0,0,0,0
Anas_zonorhyncha,Anatidae,Anseriformes,1,6,NA,NA,0,0,0,0
