Longitude,Latitude,species_tree,sc,b_nisc,g_nisc,p_nisc,nisc,nisc_count,category,country,region,subregion
106.7449118,-2.150769748,Cuculus_lepidus,0,0,0,0,0,0,absence,Indonesia,Asia,South-Eastern Asia
-61.15628529,14.9624212,Cyanophaia_bicolor,1,0,0,0,0,0,sc,Dominica,Americas,Caribbean
168.0370344,-29.00610086,Cyanoramphus_cookii,1,1,1,0,1,2,multi,Australia,Oceania,Australia and New Zealand
171.8062892,-45.78010545,Cyanoramphus_novaezelandiae,1,1,1,0,1,2,multi,New Zealand,Oceania,Australia and New Zealand
48.88947966,68.33201861,Cygnus_columbianus,0,0,0,0,0,0,absence,Russia,Europe,Eastern Europe
-76.31594345,10.21643922,Cypseloides_cryptus,0,0,0,0,0,0,absence,Colombia,Americas,South America
95.58294995,15.37901239,Cypsiurus_balasiensis,0,0,0,0,0,0,absence,India,Asia,Southern Asia
-92.51278616,18.73798281,Dactylortyx_thoracicus,0,0,0,0,0,0,absence,Mexico,Americas,Central America
-19.10102327,-59.70444548,Daption_capense,0,0,0,0,0,0,absence,High Sea,NA,NA
-127.8732702,52.22548747,Dendragapus_fuliginosus,0,0,0,0,0,0,absence,Canada,Americas,Northern America
120.5894455,5.572950287,Dendrocopos_ramsayi,0,0,0,0,0,0,absence,Philippines,Asia,South-Eastern Asia
