Longitude,Latitude,species_tree,sc,b_nisc,g_nisc,p_nisc,nisc,nisc_count,category,country,region,subregion
33.31412018,42.46052638,Dendrocopos_syriacus,0,0,0,0,0,0,absence,Georgia,Asia,Western Asia
11.22091151,-5.197745399,Dendrocygna_bicolor,0,0,0,0,0,0,absence,Gabon,Africa,Middle Africa
-10.3550785,-6.866687384,Dendrocygna_viduata,0,0,0,0,0,0,absence,Saint Helena,Africa,Western Africa
103.5635455,10.44614852,Dinopium_javanense,0,0,0,0,0,0,absence,Cambodia,Asia,South-Eastern Asia
108.6374196,1.370737684,Dinopium_rafflesii,0,0,0,0,0,0,absence,Indonesia,Asia,South-Eastern Asia
170.7312809,-45.78763596,Diomedea_epomophora,0,0,0,0,0,0,absence,New Zealand,Oceania,Australia and New Zealand
61.28100063,-49.3947534,Diomedea_exulans,0,0,0,0,0,0,absence,French Southern and Antarctic Lands,Antarctica,NA
-78.41367748,3.743383881,Discosura_conversii,1,0,0,0,0,0,sc,Colombia,Americas,South America
-81.98346881,7.229021049,Dryobates_fumigatus,0,0,0,0,0,0,absence,Panama,Americas,Central America
102.2213001,12.25903168,Ducula_aenea,1,0,0,0,0,0,sc,Cambodia,Asia,South-Eastern Asia
167.5050133,-15.39181747,Ducula_bakeri,1,0,0,0,0,0,sc,Vanuatu,Oceania,Melanesia
160.8509094,-9.650866509,Ducula_brenchleyi,0,0,0,0,0,0,absence,Solomon Islands,Oceania,Melanesia
122.9236215,12.01208811,Ducula_carola,1,0,0,0,0,0,sc,Philippines,Asia,South-Eastern Asia
129.6346767,-5.181220327,Ducula_concinna,1,0,0,0,0,0,sc,Indonesia,Asia,South-Eastern Asia
150.7694398,-5.062799531,Ducula_finschii,1,0,0,0,0,0,sc,Papua New Guinea,Oceania,Melanesia
150.8355332,-5.207914876,Ducula_melanochroa,0,0,0,0,0,0,absence,Papua New Guinea,Oceania,Melanesia
151.2680299,6.503036859,Ducula_oceanica,1,0,0,0,0,0,sc,Papua New Guinea,Oceania,Melanesia
102.2213001,12.25903168,Ducula_oenothorax,1,0,0,0,0,0,sc,Cambodia,Asia,South-Eastern Asia
170.406103,-16.84467078,Ducula_pacifica,1,0,1,0,1,1,green,New Zealand,Oceania,Australia and New Zealand
128.2480531,-1.385153257,Ducula_perspicillata,1,0,0,0,0,0,sc,Indonesia,Asia,South-Eastern Asia
121.7075568,7.07886423,Ducula_pickeringii,1,0,0,0,0,0,sc,Philippines,Asia,South-Eastern Asia
153.8938509,-6.303297048,Ducula_pistrinaria,1,0,0,0,0,0,sc,Papua New Guinea,Oceania,Melanesia
124.6271817,-8.411098277,Ducula_rosacea,1,0,0,0,0,0,sc,Indonesia,Asia,South-Eastern Asia
154.1769842,-6.427390973,Ducula_rubricera,1,0,0,0,0,0,sc,Papua New Guinea,Oceania,Melanesia
139.2073175,-11.52513732,Ducula_spilorrhoa,0,0,0,0,0,0,absence,Australia,Oceania,Australia and New Zealand
150.6233845,-5.00674111,Ducula_subflavescens,0,0,0,0,0,0,absence,Papua New Guinea,Oceania,Melanesia
105.642605,-10.48825251,Ducula_whartoni,1,0,0,0,0,0,sc,Australia,Oceania,Australia and New Zealand
124.1519182,39.34911327,Egretta_eulophotes,0,0,0,0,0,0,absence,Indonesia,Asia,South-Eastern Asia
68.86974667,5.532450011,Egretta_garzetta,0,0,0,0,0,0,absence,Ethiopia,Africa,Eastern Africa
-96.17901741,23.49289777,Egretta_rufescens,0,0,0,0,0,0,absence,Mexico,Americas,Central America
127.5232129,-5.219852067,Egretta_sacra,0,0,0,0,0,0,absence,Indonesia,Asia,South-Eastern Asia
-78.42445442,19.44138298,Egretta_tricolor,0,0,0,0,0,0,absence,Colombia,Americas,South America
128.7117484,-3.401691167,Eos_bornea,0,0,0,0,0,0,absence,Indonesia,Asia,South-Eastern Asia
-81.53812816,18.03921529,Eudocimus_albus,0,0,0,0,0,0,absence,Panama,Americas,Central America
-14.63927758,-51.70498181,Eudyptes_chrysocome,1,1,0,0,1,1,blue,Falkland Islands (Malvinas),Americas,South America
-43.54300549,-56.23739729,Eudyptes_chrysolophus,1,1,0,0,1,1,blue,South Georgia South Sandwich Islands,Antarctica,NA
11.17540739,-38.19529313,Eudyptes_moseleyi,0,0,0,0,0,0,absence,Saint Helena,Africa,Western Africa
166.5517437,-48.01181977,Eudyptes_robustus,0,0,0,0,0,0,absence,New Zealand,Oceania,Australia and New Zealand
158.8822384,-54.63046963,Eudyptes_schlegeli,0,0,0,0,0,0,absence,Australia,Oceania,Australia and New Zealand
-176.5270286,-43.94220632,Eudyptula_minor,1,1,0,0,1,1,blue,New Zealand,Oceania,Australia and New Zealand
128.6394292,-13.40684426,Eulabeornis_castaneoventris,0,0,0,0,0,0,absence,Australia,Oceania,Australia and New Zealand
-62.29764662,15.89096291,Eulampis_holosericeus,1,0,1,0,1,1,green,Montserrat,Americas,Caribbean
-61.43067259,15.22845299,Eulampis_jugularis,1,0,0,0,0,0,sc,Dominica,Americas,Caribbean
128.2495231,-1.560656127,Eulipoa_wallacei,0,0,0,0,0,0,absence,Indonesia,Asia,South-Eastern Asia
-88.53829794,16.32637093,Eumomota_superciliosa,1,1,1,0,1,2,multi,Belize,Americas,Central America
108.644989,0.746969316,Eurostopodus_temminckii,0,0,0,0,0,0,absence,Indonesia,Asia,South-Eastern Asia
178.4965771,64.21505778,Eurynorhynchus_pygmeus,0,0,0,0,0,0,absence,Russia,Europe,Eastern Europe
118.585111,15.47656134,Eurystomus_orientalis,1,1,1,0,1,2,multi,Indonesia,Asia,South-Eastern Asia
119.057715,-4.890380028,Falco_moluccensis,0,0,0,0,0,0,absence,Indonesia,Asia,South-Eastern Asia
5.085370949,68.59788036,Falco_rusticolus,0,0,0,0,0,0,absence,Norway,Europe,Northern Europe
114.0032649,11.98115089,Falco_severus,0,0,0,0,0,0,absence,Indonesia,Asia,South-Eastern Asia
-14.85905783,67.9901108,Fratercula_arctica,0,0,0,0,0,0,absence,Iceland,Europe,Northern Europe
-87.69059493,56.34163397,Fratercula_corniculata,0,0,0,0,0,0,absence,Belize,Americas,Central America
-14.30680767,-7.934685968,Fregata_aquila,1,0,0,0,0,0,sc,Saint Helena,Africa,Western Africa
163.2298716,-2.109908183,Fregata_ariel,1,0,0,0,0,0,sc,Kiribati,Oceania,Micronesia
-143.6909317,-1.393477393,Fregata_minor,1,0,0,0,0,0,sc,French Polynesia,Oceania,Polynesia
-82.67113464,-35.52785056,Fregetta_grallaria,0,0,0,0,0,0,absence,Chile,Americas,South America
-24.7509539,-53.11915888,Fregetta_tropica,0,0,0,0,0,0,absence,High Sea,NA,NA
-157.1976176,20.87716631,Fulica_alai,0,0,0,0,0,0,absence,United States,Americas,Northern America
-15.16124737,69.80021567,Fulmarus_glacialis,0,0,0,0,0,0,absence,Norway,Europe,Northern Europe
111.2709751,-12.60668567,Fulmarus_glacialoides,0,0,0,0,0,0,absence,Indonesia,Asia,South-Eastern Asia
-136.3940724,-21.45833641,Gallicolumba_erythroptera,1,0,0,0,0,0,sc,French Polynesia,Oceania,Polynesia
122.7392285,10.58270858,Gallicolumba_keayi,1,0,0,0,0,0,sc,Philippines,Asia,South-Eastern Asia
156.9478408,6.977178116,Gallicolumba_kubaryi,1,0,0,0,0,0,sc,Solomon Islands,Oceania,Melanesia
-140.3345777,-8.141178757,Gallicolumba_rubescens,1,0,0,0,0,0,sc,French Polynesia,Oceania,Polynesia
144.5594254,14.09435353,Gallicolumba_xanthonurus,1,0,0,0,0,0,sc,Northern Mariana Islands,Oceania,Micronesia
-11.3657669,-38.36219427,Gallinula_nesiotis,0,0,0,0,0,0,absence,Saint Helena,Africa,Southern Africa
150.6068421,-5.477622702,Gallirallus_insignis,0,0,0,0,0,0,absence,Papua New Guinea,Oceania,Melanesia
140.2335587,-15.19630355,Gallirallus_philippensis,0,0,0,0,0,0,absence,Australia,Oceania,Australia and New Zealand
122.593588,6.238273774,Gallirallus_torquatus,0,0,0,0,0,0,absence,Philippines,Asia,South-Eastern Asia
53.32554195,-51.10361065,Garrodia_nereis,0,0,0,0,0,0,absence,French Southern and Antarctic Lands,Antarctica,NA
164.2275237,69.92091233,Gavia_adamsii,0,0,0,0,0,0,absence,Russia,Europe,Eastern Europe
154.2454391,-6.489969941,Geoffroyus_heteroclitus,1,1,1,0,1,2,multi,Papua New Guinea,Oceania,Melanesia
122.5985097,-8.856350505,Geopelia_maugeus,0,0,0,0,0,0,absence,Philippines,Asia,South-Eastern Asia
108.4573798,4.657693082,Geopelia_striata,0,0,0,0,0,0,absence,Indonesia,Asia,South-Eastern Asia
-75.55887779,20.67747872,Geotrygon_chrysia,1,0,0,0,0,0,sc,Cuba,Americas,Caribbean
-82.34377732,9.366801662,Geotrygon_lawrencii,0,0,0,0,0,0,absence,Panama,Americas,Central America
-64.67434242,17.30433201,Geotrygon_mystacea,1,0,0,0,0,0,sc,United States Virgin Islands,Americas,Caribbean
-78.01633751,6.508816219,Geotrygon_veraguensis,1,0,0,0,0,0,sc,Colombia,Americas,South America
-80.95866569,6.764893823,Glaucis_aeneus,1,0,0,0,0,0,sc,Panama,Americas,Central America
130.5319025,-33.47544372,Glossopsitta_porphyrocephala,1,1,1,1,1,3,multi,Australia,Oceania,Australia and New Zealand
133.1247932,-2.230442658,Goura_cristata,0,0,0,0,0,0,absence,Australia,Oceania,Australia and New Zealand
94.30387931,15.27288556,Grus_antigone,0,0,0,0,0,0,absence,India,Asia,Southern Asia
-156.1711662,21.07609515,Gygis_alba,0,0,0,0,0,0,absence,United States,Americas,Northern America
6.694263279,1.776063408,Gymnobucco_calvus,0,0,0,0,0,0,absence,Benin,Africa,Western Africa
6.726697894,2.857711712,Gymnobucco_peli,0,0,0,0,0,0,absence,Nigeria,Africa,Western Africa
157.9112966,-7.864261292,Gymnophaps_solomonensis,1,0,0,0,0,0,sc,Solomon Islands,Oceania,Melanesia
-137.4812528,52.31432826,Haematopus_bachmani,0,0,0,0,0,0,absence,Canada,Americas,Northern America
172.9129396,-40.66267782,Haematopus_unicolor,0,0,0,0,0,0,absence,New Zealand,Oceania,Australia and New Zealand
124.9012264,-9.949115431,Haliaeetus_leucogaster,0,0,0,0,0,0,absence,Indonesia,Asia,South-Eastern Asia
150.3954619,58.23737598,Haliaeetus_pelagicus,0,0,0,0,0,0,absence,Russia,Europe,Eastern Europe
158.3023674,-8.089666447,Haliaeetus_sanfordi,0,0,0,0,0,0,absence,Solomon Islands,Oceania,Melanesia
-127.6568873,-67.16705585,Halobaena_caerulea,0,0,0,0,0,0,absence,Antarctica,Antarctica,NA
123.401982,11.60016828,Harpactes_ardens,0,0,0,0,0,0,absence,Philippines,Asia,South-Eastern Asia
108.5207434,2.193241673,Harpactes_orrhophaeus,0,0,0,0,0,0,absence,Indonesia,Asia,South-Eastern Asia
-86.42482186,7.014127516,Harpyhaliaetus_solitarius,0,0,0,0,0,0,absence,Costa Rica,Americas,Central America
-79.36275252,3.527596332,Heliodoxa_jacula,1,0,0,0,0,0,sc,Panama,Americas,Central America
-81.78680449,9.679278134,Heliothryx_barroti,1,0,0,0,0,0,sc,Panama,Americas,Central America
96.91362544,16.52987512,Hemicircus_canente,0,0,0,0,0,0,absence,India,Asia,Southern Asia
108.229989,0.353782378,Hemicircus_concretus,0,0,0,0,0,0,absence,Indonesia,Asia,South-Eastern Asia
110.6296604,2.958192517,Hemiprocne_comata,1,0,0,0,0,0,sc,Indonesia,Asia,South-Eastern Asia
90.44887047,20.4174611,Hemiprocne_coronata,1,0,0,0,0,0,sc,Bangladesh,Asia,Southern Asia
49.35972923,42.95985972,Hieraaetus_pennatus,0,0,0,0,0,0,absence,Russia,Europe,Eastern Europe
102.5208859,8.003928775,Hirundapus_giganteus,0,0,0,0,0,0,absence,Cambodia,Asia,South-Eastern Asia
-77.84759416,3.974898599,Hylocharis_humboldtii,1,0,0,0,0,0,sc,Colombia,Americas,South America
96.21971462,13.46920845,Ichthyophaga_ichthyaetus,0,0,0,0,0,0,absence,India,Asia,Southern Asia
101.1464233,9.215987794,Ictinaetus_malayensis,0,0,0,0,0,0,absence,Cambodia,Asia,South-Eastern Asia
136.2187825,-13.16547844,Irediparra_gallinacea,0,0,0,0,0,0,absence,Australia,Oceania,Australia and New Zealand
40.46758392,15.56611841,Ixobrychus_dubius,0,0,0,0,0,0,absence,Eritrea,Africa,Western Africa
-79.03671416,19.83359985,Ixobrychus_exilis,0,0,0,0,0,0,absence,Panama,Americas,Central America
40.46758392,15.56611841,Ixobrychus_minutus,0,0,0,0,0,0,absence,Eritrea,Africa,Western Africa
104.9630892,7.467914484,Ketupa_ketupu,0,0,0,0,0,0,absence,Malaysia,Asia,South-Eastern Asia
89.15535242,20.940891,Ketupa_zeylonensis,0,0,0,0,0,0,absence,Bangladesh,Asia,Southern Asia
105.891078,6.958147331,Lacedo_pulchella,1,1,0,1,1,2,multi,Viet Nam,Asia,South-Eastern Asia
-74.54994162,-19.87453721,Larosterna_inca,0,0,0,0,0,0,absence,High Sea,NA,NA
19.02574904,61.2527965,Larus_argentatus,0,0,0,0,0,0,absence,Sweden,Europe,Northern Europe
-63.78070678,-41.97102458,Larus_atlanticus,0,0,0,0,0,0,absence,High Sea,NA,NA
-79.90077993,30.00277665,Larus_atricilla,0,0,0,0,0,0,absence,Panama,Americas,Central America
5.501797789,37.53150704,Larus_audouinii,0,0,0,0,0,0,absence,Algeria,Africa,Northern Africa
88.96703845,18.89115827,Larus_brunnicephalus,0,0,0,0,0,0,absence,Bangladesh,Asia,Southern Asia
10.52197634,-17.26402079,Larus_cirrocephalus,0,0,0,0,0,0,absence,High Sea,NA,NA
133.2285254,42.06960333,Larus_crassirostris,0,0,0,0,0,0,absence,Australia,Oceania,Australia and New Zealand
-18.77108535,-39.91449744,Larus_dominicanus,0,0,0,0,0,0,absence,High Sea,NA,NA
-154.9579763,56.64698054,Larus_glaucescens,0,0,0,0,0,0,absence,United States,Americas,Northern America
-150.5288938,75.39435503,Larus_hyperboreus,0,0,0,0,0,0,absence,United States,Americas,Northern America
40.52845009,16.88932938,Larus_leucophthalmus,0,0,0,0,0,0,absence,Eritrea,Africa,Western Africa
-112.6485467,28.54893061,Larus_livens,0,0,0,0,0,0,absence,Mexico,Americas,Central America
-28.82675457,55.30758273,Larus_marinus,0,0,0,0,0,0,absence,High Sea,NA,NA
11.34835105,41.5248287,Larus_michahellis,0,0,0,0,0,0,absence,Italy,Europe,Southern Europe
134.0145388,-35.02693466,Larus_pacificus,0,0,0,0,0,0,absence,Australia,Oceania,Australia and New Zealand
-70.20985051,-20.17553332,Larus_serranus,0,0,0,0,0,0,absence,Chile,Americas,South America
-78.91833507,7.885739109,Laterallus_albigularis,0,0,0,0,0,0,absence,Panama,Americas,Central America
-90.83761778,-0.625358791,Laterallus_spilonotus,0,0,0,0,0,0,absence,Ecuador,Americas,South America
133.0207308,-32.14457891,Leipoa_ocellata,0,0,0,0,0,0,absence,Australia,Oceania,Australia and New Zealand
-74.48216827,10.80492194,Lepidopyga_lilliae,1,0,0,0,0,0,sc,Colombia,Americas,South America
103.4244205,7.335534563,Leptoptilos_javanicus,0,0,0,0,0,0,absence,Cambodia,Asia,South-Eastern Asia
-83.15343824,11.88159922,Leptotila_cassinii,1,0,0,0,0,0,sc,Nicaragua,Americas,Central America
-87.44643561,19.35457517,Leptotila_jamaicensis,1,0,0,0,0,0,sc,Belize,Americas,Central America
-61.74053188,12.06150223,Leptotila_wellsi,0,0,0,0,0,0,absence,Grenada,Americas,Caribbean
-176.3491383,-44.01142795,Leucocarbo_onslowi,1,0,0,0,0,0,sc,New Zealand,Oceania,Australia and New Zealand
-77.67566087,4.360034725,Leucopternis_plumbeus,0,0,0,0,0,0,absence,Colombia,Americas,South America
-78.7481497,3.022046871,Leucopternis_princeps,0,0,0,0,0,0,absence,Colombia,Americas,South America
-79.80545934,8.430901208,Leucopternis_semiplumbeus,0,0,0,0,0,0,absence,Panama,Americas,Central America
121.8024068,15.54330537,Lewinia_mirifica,0,0,0,0,0,0,absence,Philippines,Asia,South-Eastern Asia
166.0391357,-50.84982656,Lewinia_muelleri,0,0,0,0,0,0,absence,New Zealand,Oceania,Australia and New Zealand
102.6772292,10.26510942,Lophotriorchis_kienerii,0,0,0,0,0,0,absence,Cambodia,Asia,South-Eastern Asia
108.8433412,1.499166201,Lophura_ignita,1,0,0,0,0,0,sc,Indonesia,Asia,South-Eastern Asia
108.8433412,1.499166201,Lophura_rufa,1,0,0,0,0,0,sc,Indonesia,Asia,South-Eastern Asia
125.5379667,3.562463417,Loriculus_catamene,1,0,1,0,1,1,green,Indonesia,Asia,South-Eastern Asia
108.1722545,1.047945241,Loriculus_galgulus,1,1,1,0,1,2,multi,Indonesia,Asia,South-Eastern Asia
124.4333021,-1.707395767,Loriculus_sclateri,1,0,1,0,1,1,green,Indonesia,Asia,South-Eastern Asia
160.8347734,-9.751211005,Lorius_chlorocercus,1,1,1,1,1,3,multi,Solomon Islands,Oceania,Melanesia
150.6275055,-6.310226526,Lorius_hypoinochrous,1,1,1,1,1,3,multi,Papua New Guinea,Oceania,Melanesia
-164.2044994,-83.39051342,Lugensa_brevirostris,0,0,0,0,0,0,absence,Antarctica,Antarctica,NA
-170.9420881,-16.51932353,Macronectes_giganteus,0,0,0,0,0,0,absence,American Samoa,Oceania,Polynesia
141.6663378,-12.0776713,Macropygia_amboinensis,1,0,0,0,0,0,sc,Northern Mariana Islands,Oceania,Micronesia
159.7465284,-9.671064722,Macropygia_mackinlayi,0,0,0,0,0,0,absence,Solomon Islands,Oceania,Melanesia
107.7062701,5.956476248,Macropygia_ruficeps,1,0,0,0,0,0,sc,Indonesia,Asia,South-Eastern Asia
-82.00041599,9.560487831,Malacoptila_panamensis,0,0,0,0,0,0,absence,Panama,Americas,Central America
124.6329468,8.578868396,Mearnsia_picina,0,0,0,0,0,0,absence,Indonesia,Asia,South-Eastern Asia
121.9037238,7.09352215,Megapodius_cumingii,0,0,0,0,0,0,absence,Philippines,Asia,South-Eastern Asia
139.703188,11.48026929,Megapodius_laperouse,0,0,0,0,0,0,absence,Australia,Oceania,Australia and New Zealand
167.4598617,-15.74749355,Megapodius_layardi,0,0,0,0,0,0,absence,Vanuatu,Oceania,Melanesia
-175.3825703,-16.34423261,Megapodius_pritchardii,0,0,0,0,0,0,absence,Tonga,Oceania,Polynesia
139.4444022,-9.845786325,Megapodius_reinwardt,0,0,0,0,0,0,absence,Australia,Oceania,Australia and New Zealand
-88.97970232,13.3234236,Megascops_cooperi,0,0,0,0,0,0,absence,El Salvador,Americas,Central America
108.0810304,1.079705554,Meiglyptes_tristis,0,0,0,0,0,0,absence,Indonesia,Asia,South-Eastern Asia
108.1589572,1.193272589,Meiglyptes_tukki,0,0,0,0,0,0,absence,Indonesia,Asia,South-Eastern Asia
-97.14315013,23.67299613,Melanerpes_aurifrons,0,0,0,0,0,0,absence,Mexico,Americas,Central America
-31.13415839,65.57936069,Melanitta_americana,0,0,0,0,0,0,absence,High Sea,NA,NA
-31.13415839,65.57936069,Melanitta_nigra,0,0,0,0,0,0,absence,High Sea,NA,NA
108.2290286,0.516041248,Melanoperdix_niger,0,0,0,0,0,0,absence,Indonesia,Asia,South-Eastern Asia
-71.85297996,-24.72118284,Merganetta_armata,1,0,0,0,0,0,sc,Chile,Americas,South America
109.8332952,11.01717687,Merops_americanus,1,1,1,0,1,2,multi,Viet Nam,Asia,South-Eastern Asia
96.8969278,16.69956162,Merops_leschenaulti,1,1,1,0,1,2,multi,India,Asia,Southern Asia
109.8332952,11.01717687,Merops_viridis,1,1,1,0,1,2,multi,Viet Nam,Asia,South-Eastern Asia
66.90029447,0.807209301,Mesophoyx_intermedia,0,0,0,0,0,0,absence,High Sea,NA,NA
88.82091215,19.33101205,Metopidius_indicus,1,0,0,0,0,0,sc,Bangladesh,Asia,Southern Asia
-77.59445842,2.875280969,Micrastur_plumbeus,0,0,0,0,0,0,absence,Colombia,Americas,South America
123.1211991,11.96211319,Microhierax_erythrogenys,1,0,0,0,0,0,sc,Philippines,Asia,South-Eastern Asia
107.6318702,0.421877639,Microhierax_fringillarius,1,0,0,0,0,0,sc,Indonesia,Asia,South-Eastern Asia
157.1177233,-7.261889754,Micropsitta_finschii,1,1,1,0,1,2,multi,Solomon Islands,Oceania,Melanesia
147.4089878,-1.99939637,Micropsitta_meeki,1,0,1,0,1,1,green,Papua New Guinea,Oceania,Melanesia
-20.26660275,54.88880623,Morus_bassanus,0,0,0,0,0,0,absence,High Sea,NA,NA
152.6357892,-39.7285752,Morus_serrator,0,0,0,0,0,0,absence,Papua New Guinea,Oceania,Melanesia
152.6357892,-39.7285752,Mulleripicus_fuliginosus,0,0,0,0,0,0,absence,Papua New Guinea,Oceania,Melanesia
104.1705115,3.208766559,Mycteria_cinerea,0,0,0,0,0,0,absence,Malaysia,Asia,South-Eastern Asia
-77.18390486,3.906652179,Neocrex_colombiana,0,0,0,0,0,0,absence,Colombia,Americas,South America
127.7844508,-32.10800695,Neophema_elegans,1,1,1,0,1,2,multi,Indonesia,Asia,South-Eastern Asia
126.1086057,-33.44531566,Neophema_petrophila,1,1,1,0,1,2,multi,Australia,Oceania,Australia and New Zealand
-156.3635392,-0.97040449,Nesofregetta_fuliginosa,0,0,0,0,0,0,absence,Kiribati,Oceania,Micronesia
11.78915118,-12.98351895,Netta_erythrophthalma,0,0,0,0,0,0,absence,Angola,Africa,Middle Africa
121.6230528,-0.660563456,Ninox_ios,0,0,0,0,0,0,absence,Philippines,Asia,South-Eastern Asia
158.467185,-8.068178772,Ninox_jacquinoti,0,0,0,0,0,0,absence,Solomon Islands,Oceania,Melanesia
105.642605,-10.48825251,Ninox_natalis,0,0,0,0,0,0,absence,Australia,Oceania,Australia and New Zealand
128.484306,-1.864589099,Ninox_squamipila,0,0,0,0,0,0,absence,Indonesia,Asia,South-Eastern Asia
150.87328,-5.11997374,Ninox_variegata,0,0,0,0,0,0,absence,Papua New Guinea,Oceania,Melanesia
104.8866995,3.939797295,Nisaetus_alboniger,0,0,0,0,0,0,absence,Malaysia,Asia,South-Eastern Asia
94.68452613,12.66993694,Nisaetus_cirrhatus,0,0,0,0,0,0,absence,India,Asia,Southern Asia
143.7481309,50.53962775,Numenius_madagascariensis,0,0,0,0,0,0,absence,Northern Mariana Islands,Oceania,Micronesia
-10.56107956,64.33305312,Numenius_phaeopus,0,0,0,0,0,0,absence,Iceland,Europe,Northern Europe
-81.87057223,19.84000521,Nyctanassa_violacea,0,0,0,0,0,0,absence,Panama,Americas,Central America
-77.73442147,3.631863469,Nyctiphrynus_rosenbergi,0,0,0,0,0,0,absence,Colombia,Americas,South America
107.6099775,1.995537022,Nyctyornis_amictus,1,1,1,1,1,3,multi,Indonesia,Asia,South-Eastern Asia
-80.54079772,-11.27653915,Oceanites_gracilis,0,0,0,0,0,0,absence,Panama,Americas,Central America
175.0787318,-36.25246406,Oceanites_maorianus,0,0,0,0,0,0,absence,New Zealand,Oceania,Australia and New Zealand
-22.45121286,-54.06805526,Oceanites_oceanicus,0,0,0,0,0,0,absence,High Sea,NA,NA
-94.03403863,10.33538984,Oceanodroma_castro,0,0,0,0,0,0,absence,High Sea,NA,NA
-151.7721111,52.68713268,Oceanodroma_furcata,0,0,0,0,0,0,absence,United States,Americas,Northern America
-118.709584,32.80692226,Oceanodroma_homochroa,0,0,0,0,0,0,absence,United States,Americas,Northern America
-77.7760173,-12.25716022,Oceanodroma_markhami,0,0,0,0,0,0,absence,Peru,Americas,South America
141.3545866,24.98834594,Oceanodroma_matsudairae,0,0,0,0,0,0,absence,Northern Mariana Islands,Oceania,Micronesia
126.8425357,33.3595412,Oceanodroma_monorhis,0,0,0,0,0,0,absence,Indonesia,Asia,South-Eastern Asia
-28.25797057,39.39040099,Oceanodroma_monteiroi,0,0,0,0,0,0,absence,Portugal,Europe,Southern Europe
-172.2097229,26.17266133,Oceanodroma_tristrami,0,0,0,0,0,0,absence,United States,Oceania,Polynesia
-82.09060864,10.31470968,Ortalis_cinereiceps,0,0,0,0,0,0,absence,Panama,Americas,Central America
-92.88534135,19.29861805,Ortalis_vetula,0,0,0,0,0,0,absence,Mexico,Americas,Central America
-62.01594365,15.70295736,Orthorhyncus_cristatus,1,0,0,0,0,0,sc,Montserrat,Americas,Caribbean
125.5379667,3.562463417,Otus_collari,0,0,0,0,0,0,absence,Indonesia,Asia,South-Eastern Asia
126.8945117,25.79786125,Otus_elegans,0,0,0,0,0,0,absence,Indonesia,Asia,South-Eastern Asia
124.7054265,-5.700363863,Otus_magicus,0,0,0,0,0,0,absence,Indonesia,Asia,South-Eastern Asia
121.4677177,11.72315751,Otus_mantananensis,0,0,0,0,0,0,absence,Philippines,Asia,South-Eastern Asia
123.1953383,11.89344797,Otus_megalotis,0,0,0,0,0,0,absence,Philippines,Asia,South-Eastern Asia
99.33466805,-1.863296736,Otus_mendeni,0,0,0,0,0,0,absence,Indonesia,Asia,South-Eastern Asia
99.33466805,-1.863296736,Otus_mentawi,0,0,0,0,0,0,absence,Indonesia,Asia,South-Eastern Asia
99.95231199,9.467193019,Otus_sagittatus,0,0,0,0,0,0,absence,Thailand,Asia,South-Eastern Asia
124.7054265,-5.700363863,Otus_sulaensis,0,0,0,0,0,0,absence,Indonesia,Asia,South-Eastern Asia
124.7054265,-5.700363863,Otus_tempestatis,0,0,0,0,0,0,absence,Indonesia,Asia,South-Eastern Asia
20.18696387,-46.85270239,Pachyptila_belcheri,0,0,0,0,0,0,absence,French Southern and Antarctic Lands,Antarctica,NA
152.2636623,-49.60493708,Pachyptila_crassirostris,0,0,0,0,0,0,absence,Papua New Guinea,Oceania,Melanesia
15.60316809,-52.62634176,Pachyptila_desolata,0,0,0,0,0,0,absence,French Southern and Antarctic Lands,Antarctica,NA
104.1282583,-47.11461968,Pachyptila_salvini,0,0,0,0,0,0,absence,High Sea,NA,NA
135.9047604,-44.8375843,Pachyptila_turtur,0,0,0,0,0,0,absence,Australia,Oceania,Australia and New Zealand
81.5986897,-41.78107848,Pachyptila_vittata,0,0,0,0,0,0,absence,Sri Lanka,Asia,Southern Asia
-29.39762431,-64.96299489,Pagodroma_nivea,0,0,0,0,0,0,absence,Antarctica,Antarctica,NA
-95.3610792,19.37305138,Patagioenas_flavirostris,0,0,0,0,0,0,absence,Mexico,Americas,Central America
-73.38749926,19.07066029,Patagioenas_inornata,0,0,0,0,0,0,absence,Haiti,Americas,Caribbean
93.12835777,18.73105758,Pelargopsis_amauroptera,1,1,1,0,1,2,multi,India,Asia,Southern Asia
95.8329729,11.26671614,Pelargopsis_capensis,1,1,1,0,1,2,multi,India,Asia,Southern Asia
-75.15181816,-17.49369655,Pelecanoides_garnotii,0,0,0,0,0,0,absence,High Sea,NA,NA
33.67771112,-50.94875185,Pelecanoides_georgicus,0,0,0,0,0,0,absence,French Southern and Antarctic Lands,Antarctica,NA
65.07852165,-46.80134758,Pelecanoides_urinatrix,0,0,0,0,0,0,absence,French Southern and Antarctic Lands,Antarctica,NA
-84.6739633,17.47275593,Pelecanus_occidentalis,0,0,0,0,0,0,absence,Honduras,Americas,Central America
37.22971667,24.57563522,Pelecanus_onocrotalus,0,0,0,0,0,0,absence,Saudi Arabia,Asia,Western Asia
84.62417138,18.53512976,Pelecanus_philippensis,0,0,0,0,0,0,absence,Sri Lanka,Asia,Southern Asia
-77.71746095,2.702598709,Penelope_ortoni,0,0,0,0,0,0,absence,Colombia,Americas,South America
122.8543386,10.76434744,Penelopides_panini,1,0,0,0,0,0,sc,Philippines,Asia,South-Eastern Asia
122.3078447,6.634208677,Pernis_celebensis,0,0,0,0,0,0,absence,Philippines,Asia,South-Eastern Asia
