Wavelength[nm];Acvu1;Acvu2;Acvu3;Agag1;Agag2;Agag3;Alsc_db1 ;Alsc_db2 ;Alsc_db3 ;Alsc_dg1;Alsc_dg2;Alsc_dg3;Alsc_lb1;Alsc_lb2;Alsc_lb3;Amgu_p1 ;Amgu_p2 ;Amgu_p3 ;Amgu1 ;Amgu2 ;Amgu3 ;Cisa1;Cisa2;Cisa3;Cobe_db1 ;Cobe_db2 ;Cobe_db3 ;Cobe_lb1 ;Cobe_lb2 ;Cobe_lb3 ;Cypa_b1;Cypa_b2;Cypa_b3;Nesp_b1;Nesp_b2;Nesp_b3;Nesp_db1;Nesp_db2;Nesp_db3;Poma_b1;Poma_b2;Poma_b3;Poma_p1;Poma_p2;Poma_p3;Psch1;Psch2;Psch3;Psoo1;Psoo2;Psoo3;Psro_b1 ;Psro_b2 ;Psro_b3 ;Pymo1 ;Pymo2 ;Pymo3 ;Tasy1;Tasy2;Tasy3
367,801;81,43222744;84,65743932;82,67730501;31,40690497;20,99073319;27,17152362;17,89063757;15,07282514;26,64256224;9,286535461;5,403307908;10,21919995;5,610410154;13,16509351;11,7879546;51,76141062;42,26348386;33,2910077;37,03692541;32,88594467;47,34852553;24,76318693;25,82889629;20,81714218;7,836290103;7,505759486;6,90973758;34,00790643;39,24914252;24,67391382;38,17337353;24,35494783;23,20366529;6,356772598;5,678424134;6,093350823;5,332515103;4,263937515;4,539802051;17,56365459;13,60783511;9,129715409;14,83953266;13,56589428;16,64676164;3,619962448;3,677779119;3,619652382;30,97768148;25,00741668;32,86129219;16,97688071;16,12887807;20,57300803;10,23140734;15,70522802;10,23850282;13,15314522;22,99745781;25,98281145
368,394;81,68019014;84,90064397;82,942069;31,29293801;20,96252941;27,06982003;18,01136129;15,13441678;26,82105959;9,257263201;5,402394592;10,21356528;5,603135223;13,05493371;11,79938046;51,91816698;42,45348556;33,34664476;36,93908486;32,88327026;47,40299088;24,97148871;25,88698944;20,86310596;7,864843518;7,58251969;6,900610542;34,05362547;39,10011164;24,55296452;38,10473514;24,38279552;23,25800925;6,365480012;5,710930257;6,132272608;5,371726074;4,226218224;4,564944763;17,55642067;13,60547168;9,143725214;14,90709941;13,64182923;16,68631365;3,633808886;3,714297291;3,625106416;31,00476397;25,11989247;32,96892727;17,01688203;16,05176805;20,48517885;10,12513279;15,6623443;10,25739701;13,16194178;23,12924098;26,01491072
368,987;81,84858437;85,25589903;83,05894486;31,35597738;20,99837093;27,20287517;18,00618527;15,1937853;26,8656961;9,15456743;5,350017685;10,07468614;5,542329989;12,91357256;11,70734079;52,06993076;42,6354808;33,40918557;36,88285064;32,84821417;47,2637585;25,1364818;26,12273306;21,05751155;7,891663223;7,690647203;6,957974914;34,05766034;39,33439583;24,64905176;38,15487242;24,34348538;23,23133007;6,351246814;5,709713464;6,173190869;5,379569093;4,231235868;4,549576715;17,54177432;13,6583479;9,232505121;14,92842777;13,66511833;16,71738243;3,596841156;3,712852512;3,597137737;31,10721042;25,42278428;33,28503961;17,04051189;16,03590952;20,40165238;10,12419114;15,55156184;10,15493727;13,23522052;23,08538834;26,21748668
369,58;82,03834256;85,54272253;83,29709311;31,38916065;21,00822204;27,16762122;18,05643282;15,10376569;26,80761595;9,155044632;5,37181683;10,05057617;5,527263308;12,84823101;11,65622429;52,14926452;42,59936365;33,41890788;36,75770482;32,70653056;47,03430329;25,29153443;26,08583956;21,04689427;7,92137097;7,670913201;7,038629319;34,1548275;39,26057532;24,75152171;37,96063325;24,20558246;23,16719239;6,374976846;5,716978149;6,100995481;5,358274079;4,208995685;4,53215208;17,47980865;13,72175608;9,241449938;15,03013475;13,70439087;16,90921608;3,591750741;3,698300842;3,587010835;31,19276036;25,3411158;33,29353667;17,11450721;16,10889171;20,50094682;10,07213473;15,47841608;10,17099465;13,22652316;23,09181503;26,23191666
370,173;82,34693833;85,76283031;83,51645208;31,48681444;20,95636124;27,14634151;18,15617397;15,28371199;26,97175743;9,08452958;5,362452414;9,936898044;5,489966614;12,85039425;11,60058045;52,45357384;42,92700059;33,48065965;36,78480724;32,85152946;47,16885484;25,4010734;26,11745056;21,2893032;8,072982911;7,805357838;7,080399517;34,26116347;39,33442454;24,79636533;38,10257961;24,27792871;23,26517803;6,420649846;5,720031037;6,100555762;5,392361557;4,25972503;4,559100007;17,63473588;13,75865523;9,290096439;15,09817367;13,84905401;16,91772058;3,598194613;3,719052841;3,595352378;31,35386448;25,3909876;33,44741846;17,0358801;16,16386439;20,55454074;10,06592096;15,42616306;10,1169426;13,30878385;23,28670725;26,191457
370,765;82,6506234;86,02502714;83,54079303;31,3917156;21,05792515;27,23310779;18,21582216;15,25464491;26,90327257;9,099612321;5,317157914;9,950337631;5,528321176;12,75979179;11,4963828;52,56527193;42,96217396;33,48001469;36,60827295;32,60781537;47,07024879;25,37182884;26,28802416;21,37274332;8,053214948;7,79416527;7,027822517;34,10293642;39,35829777;24,80649607;37,99055349;24,15579552;23,19271643;6,397673943;5,754660001;6,154544111;5,414711686;4,224625936;4,549236781;17,62381265;13,79309199;9,291818651;15,16383814;13,84921458;16,9290909;3,599527168;3,711588131;3,61860039;31,40447248;25,66810415;33,47747507;16,93151966;16,04242045;20,47307089;9,992628446;15,37881843;10,01758157;13,25047805;23,16868094;26,20030312
371,358;83,06498182;86,45235701;84,01424671;31,59197686;21,07641749;27,10685812;18,28999797;15,37542976;26,96629098;9,084653968;5,344299476;9,962973995;5,51726941;12,71735042;11,50107879;52,88086324;43,28023231;33,53096598;36,48543482;32,77941947;47,23066571;25,46690666;26,2588382;21,32290564;8,105917047;7,980234186;7,108049576;34,16927286;39,34370975;24,91591231;37,98557838;24,14870209;23,15912258;6,457320738;5,822410347;6,216150301;5,477473515;4,301662455;4,622429943;17,56236366;13,73636812;9,28231429;15,21252094;13,89692832;17,05481091;3,622494762;3,747589764;3,638946768;31,53606661;25,68411227;33,42113913;17,06733897;16,16517922;20,49690697;10,01600482;15,34106907;10,0752157;13,31750112;23,20780806;26,31271246
371,951;83,26488967;86,86062956;84,14110688;31,72356523;21,23618212;27,21963928;18,29059227;15,31675801;27,00214918;9,010100716;5,313644562;9,880222856;5,512858889;12,67044767;11,52500759;53,12562692;43,40283359;33,69379838;36,57815788;32,78786138;47,10328355;25,61722471;26,40902746;21,55157173;8,142434358;7,907258874;7,110369103;34,16110608;39,33480784;24,95330538;37,96140667;24,18992447;23,22592022;6,440810833;5,764468842;6,196326283;5,446336922;4,262943389;4,61899867;17,56933483;13,77736038;9,317831338;15,32828851;13,96868309;17,24814456;3,612964741;3,67696711;3,594629463;31,38398899;25,72701491;33,5725173;16,96047496;16,14009667;20,51391057;10,05494439;15,28384823;10,05163212;13,31689842;23,39239773;26,31645142
372,544;83,60196445;87,03754146;84,54745502;31,48744028;21,05807604;27,21328807;18,18762257;15,3008982;26,99573536;9,013460591;5,306188812;9,895144138;5,481663692;12,63445338;11,55690738;53,37206942;43,58836372;33,60942825;36,54697931;32,74399976;47,09394074;25,62916686;26,53645243;21,57111766;8,17349157;7,957598772;7,078272257;34,06695457;39,38649984;24,87937937;37,86250887;24,18418486;23,18299831;6,482727192;5,764522996;6,192232246;5,449922161;4,28279988;4,593509805;17,56019197;13,87655996;9,332882779;15,40244154;14,02730401;17,23038164;3,569244889;3,687419646;3,624836253;31,56603463;25,94787716;33,81058278;17,11469003;16,16965634;20,56010687;9,992892435;15,25181374;10,01575376;13,33436142;23,25660118;26,33617442
373,136;83,70717134;87,26212398;84,51034262;31,50507302;21,09102699;27,22837168;18,30163251;15,35755215;27,09984396;8,957725706;5,287094893;9,84791806;5,463448402;12,61438326;11,48867678;53,57242214;43,85966038;33,68856142;36,58229623;32,72337104;47,21125461;25,69603785;26,53100982;21,76265989;8,31590403;8,007548371;7,217750586;34,26052727;39,36342969;25,0052071;37,76622895;24,29998822;23,23252407;6,44854368;5,75968938;6,2385988;5,456958485;4,277327838;4,559027685;17,56009426;13,773377;9,297232272;15,34562934;14,06503993;17,27874221;3,595237756;3,690435441;3,607076155;31,44095142;25,9777126;33,6772957;17,06844166;16,14647495;20,49558217;9,944315361;15,22753696;9,994769197;13,3545405;23,32101772;26,46752792
373,729;83,90466805;87,43791281;84,61895406;31,60345792;21,08008332;27,19595925;18,3043501;15,39255237;26,95582467;8,963775919;5,357379052;9,853216771;5,568672679;12,59538536;11,50982957;53,90013997;43,91262018;33,65485924;36,58789206;32,76714387;47,19237026;25,83163928;26,66588379;21,74003773;8,327150586;8,029962374;7,281269107;34,19963258;39,48335959;25,07032304;37,74503431;24,13993305;23,15974186;6,553950181;5,844712027;6,230059589;5,541038418;4,326594002;4,602037769;17,57128775;13,82887507;9,399568797;15,46291912;14,13629114;17,29289176;3,632827881;3,743044249;3,639786847;31,5710108;25,80443988;33,78318143;16,92871724;16,06904753;20,38381464;9,872182509;15,17286583;9,925548027;13,39766278;23,4294575;26,43364292
374,321;84,07501835;87,87807445;84,85867664;31,54691062;21,01079967;27,23710458;18,3342784;15,34412384;27,00790585;8,924821856;5,294953825;9,843630252;5,505177019;12,62325011;11,54226412;54,0780948;44,06948132;33,68198255;36,48002809;32,63813316;47,06984034;25,98134047;26,72167096;21,95828197;8,251978943;8,09316439;7,265249349;34,18337838;39,26671351;25,02338262;37,71764745;24,16225944;23,19015304;6,570730684;5,844169531;6,254986657;5,495579218;4,332474271;4,65183214;17,57550688;13,80659409;9,299392554;15,50754337;14,17965411;17,44747526;3,640368875;3,740594201;3,606100551;31,71779955;25,96120555;33,81067816;16,97802393;16,11803719;20,38551618;9,894602462;15,01216955;9,885782835;13,33880797;23,40119563;26,45516496
374,914;84,52482476;88,33765652;85,1958588;31,57753998;21,16132879;27,23861342;18,29970225;15,37689826;26,91048908;8,820389976;5,245724951;9,752592592;5,496739605;12,5699506;11,49535097;54,18540832;44,33782452;33,78176033;36,46930042;32,6064107;47,15007703;26,12249686;26,86164946;22,05632173;8,396657505;8,17290265;7,28688225;34,09695549;39,29632376;25,13859485;37,63269951;24,14027919;23,031929;6,531574911;5,812595101;6,2363333;5,468530314;4,327603005;4,614905927;17,60426248;13,83737007;9,394306687;15,54805598;14,23668189;17,51282045;3,63771319;3,706262236;3,583441929;31,67848483;26,17305624;33,7299829;16,83029642;16,08966628;20,32490875;9,922621829;15,09539413;9,889039488;13,34198279;23,4226588;26,51068737
375,507;85,06857308;88,72052698;85,46647014;31,71211332;21,12914302;27,29615978;18,32847629;15,38911007;26,9091821;8,837403834;5,264815066;9,769125679;5,506202062;12,56684814;11,50567402;54,51872758;44,59890804;33,78966509;36,56729168;32,71732555;47,28562103;26,10813325;26,90380885;22,19843893;8,334215636;8,064673433;7,286741145;34,08578213;39,08133474;25,051868;37,73767715;24,21945774;23,12399955;6,540283837;5,876551388;6,248336782;5,514098946;4,3263459;4,606073537;17,57686989;13,88339851;9,394153926;15,53173576;14,2802096;17,60134826;3,590285638;3,694796656;3,605257247;31,7108783;25,99135909;33,86862435;16,88019597;16,01221758;20,16561148;9,8818621;14,91009646;9,801243242;13,38200475;23,348491;26,53174393
376,099;85,11785658;88,97288769;85,6467299;31,66551633;21,08694055;27,4393668;18,36389305;15,36911803;26,9202498;8,84767051;5,2726825;9,747716878;5,509992452;12,62248099;11,54849714;54,84913808;44,80442223;33,85720739;36,47405818;32,65768086;47,22784758;26,2993995;26,85809182;22,31431871;8,415021933;8,167966649;7,418427245;34,04824591;39,31854134;25,13004604;37,62852708;24,12588885;23,01564877;6,538172449;5,838102286;6,253872828;5,507389069;4,33314866;4,636792822;17,69831048;13,87672938;9,421061146;15,65832329;14,33088995;17,63281254;3,60481755;3,721092113;3,635703577;31,58964726;26,08326751;33,99694293;16,86324862;16,02097416;20,1062904;9,877156187;14,94994485;9,815461918;13,36180743;23,43661945;26,50603949
376,692;85,63966742;89,60532849;86,22073635;31,70909193;21,18386049;27,4329157;18,28968875;15,29850812;26,85019173;8,8173234;5,214478732;9,710713335;5,50192234;12,62306667;11,51713175;55,09471928;45,05660474;33,92418604;36,47914915;32,78590663;47,38715711;26,4239688;27,14211418;22,39213036;8,435029016;8,189119325;7,327818708;34,11307649;39,23887698;24,99212815;37,7663542;24,1834707;23,05882444;6,555368769;5,852793629;6,253056899;5,481882198;4,32441256;4,617772433;17,65697258;13,87541486;9,485567725;15,68877275;14,34913069;17,74990655;3,602160413;3,710474444;3,608876234;31,61316232;26,14317127;33,97481231;16,79191022;15,93807908;20,01816298;9,813766076;14,7741274;9,710559886;13,41468352;23,39307237;26,6220157
377,284;86,02140296;90,07606806;86,50223617;31,78625758;21,09899988;27,45481108;18,37014869;15,26803526;26,86403426;8,827940364;5,255164438;9,750956314;5,533283008;12,60323256;11,5588283;55,49843707;45,28581378;34,10290035;36,59160068;32,86667103;47,35423403;26,54395167;27,20315644;22,48981485;8,452020618;8,189100109;7,453280453;34,08057198;39,09604319;25,0645141;37,75042837;24,22488057;23,10807658;6,631964119;5,893551428;6,282398873;5,545713163;4,341572726;4,625423603;17,68167089;13,99303596;9,5009896;15,88133317;14,52468366;17,86152004;3,607341382;3,729920422;3,629147481;31,63035959;26,0928849;34,01207737;16,80251324;15,91050718;19,96788778;9,840593067;14,77404639;9,624355305;13,48254545;23,49762064;26,58973748
377,876;86,59492488;90,53507605;87,08246023;31,79957335;21,22683063;27,42157994;18,3918878;15,37749603;26,84642756;8,862843713;5,222581448;9,732656589;5,546168373;12,73037746;11,61553436;55,6968314;45,46937811;34,0114108;36,54054369;32,86147999;47,38725181;26,61865921;27,28346881;22,70693504;8,556904609;8,24593837;7,450544403;34,04477633;39,12268336;25,15545244;37,78496603;24,23082664;23,12136292;6,588961325;5,913750778;6,356824195;5,598820445;4,375510774;4,662245931;17,78802183;13,93893032;9,513601286;15,9069792;14,58896053;17,96337195;3,637486268;3,718666912;3,627391189;31,80998089;26,15849971;34,03364287;16,73068561;15,9808026;20,07403591;9,822614335;14,6862933;9,733836779;13,41141661;23,38325837;26,6941196
378,469;86,78234451;90,6494644;87,04505247;31,83900448;21,19401919;27,39041545;18,40340424;15,26783133;26,87939042;8,802088757;5,229746826;9,648192518;5,600788731;12,68440785;11,66697748;55,84373254;45,68027368;34,18675259;36,58503724;32,83272024;47,48165191;26,79480699;27,48014433;22,81516467;8,531581619;8,266659991;7,467512794;34,01898556;39,15064987;25,16336046;37,72734114;24,27357225;23,20609285;6,598177005;5,946934495;6,324741097;5,573623636;4,350246786;4,653782262;17,69533583;13,94200378;9,481432392;15,95619674;14,55412361;18,00379475;3,648140764;3,736402441;3,609888083;31,59130025;26,20084253;34,02310343;16,61208044;15,94141825;19,99410941;9,789038524;14,70594726;9,645092732;13,59173144;23,47171808;26,90835562
379,061;86,66213039;90,46566188;86,95280927;31,62047014;21,04569229;27,45991289;18,487336;15,32914503;26,95009459;8,77123779;5,239902217;9,673746514;5,605435425;12,78242351;11,72524312;56,07614067;45,82072507;34,16608898;36,44067975;32,71370032;47,24076626;26,77205289;27,50918123;22,87962966;8,494173515;8,290661015;7,481138832;33,97238743;39,17347611;25,23645564;37,55960332;24,2669197;23,18553692;6,651293276;5,946398588;6,344361287;5,626603953;4,355910569;4,689397545;17,68430744;14,00131533;9,590492738;15,97252925;14,64932573;18,09125953;3,633449496;3,763294673;3,65239827;31,60718042;26,080813;33,83478435;16,62067633;15,86998068;19,90973817;9,747716112;14,59972809;9,634694957;13,59381946;23,51942162;26,62643436
379,653;86,58959032;90,60508127;86,74593884;31,72728546;21,10584352;27,34087629;18,47983164;15,27567654;26,79312709;8,771295258;5,20887114;9,587441813;5,621640806;12,83968698;11,77867518;56,0150733;45,82687471;34,13571258;36,3164865;32,62446308;47,15456538;26,86705477;27,5874511;23,0117762;8,475217519;8,290012376;7,488950511;33,90889985;39,1642574;25,10908796;37,44602684;24,17546652;23,13377192;6,621199078;5,909942314;6,348453045;5,586669804;4,314838982;4,68666631;17,75420057;13,91832027;9,524289898;15,96281876;14,5525461;18,16967076;3,638278234;3,734606788;3,643314367;31,62110206;26,19231927;33,98162316;16,66377876;15,85428621;19,70187764;9,69206533;14,53022865;9,598546291;13,60894093;23,52836373;26,71885286
380,246;86,59348129;90,51516285;86,69054857;31,75563459;21,07973467;27,33273863;18,52629717;15,29738084;26,82953994;8,69274363;5,179830571;9,564362508;5,661076178;12,87672219;11,80702081;56,21228261;46,03979494;34,1853307;36,22847615;32,62030289;47,18539122;27,06780144;27,63066817;23,16807348;8,581185995;8,373780075;7,500825856;33,99821193;39,10105735;25,16094232;37,31951829;24,04397054;23,06042134;6,632194108;5,891250183;6,288269383;5,590059274;4,320818865;4,644414627;17,79201934;13,94040013;9,551576705;16,01305072;14,62623871;18,22244739;3,634015176;3,741727885;3,617228546;31,49579373;26,08666986;33,81455832;16,51232502;15,87861552;19,72654067;9,713437382;14,48831739;9,595417472;13,62703389;23,57812788;26,77517029
380,838;86,90891262;90,7860853;86,98254731;31,62072693;21,00749864;27,34937679;18,54942216;15,21709405;26,82445806;8,738203642;5,246217087;9,565029551;5,711249525;12,89955249;11,79432942;56,23143207;46,16740434;34,07049351;36,04761689;32,61749493;47,16856879;27,14035578;27,69633209;23,10447886;8,528278464;8,359092774;7,484230323;33,77150095;38,99171125;25,14492551;37,24148192;24,05884718;23,09776743;6,6853687;5,936682656;6,351808044;5,603904077;4,373021328;4,66688208;17,73446554;13,86645869;9,639642485;16,2027453;14,69831138;18,17835163;3,629142682;3,776318343;3,671994699;31,53604628;26,09181014;33,6304569;16,5099004;15,74254816;19,66119964;9,669801964;14,43219001;9,490747259;13,60143153;23,48043765;26,75965184
381,43;87,02828417;91,1211398;87,03025299;31,72764433;21,02879723;27,42491612;18,55443949;15,28606937;26,73742691;8,697820976;5,219244607;9,498509;5,744491464;12,88671934;11,82988975;56,58808219;46,36235083;34,18020681;36,04144621;32,47388609;46,99004031;27,33169597;27,86093054;23,3367657;8,688719982;8,426592238;7,669592851;33,74896971;39,0988294;25,28234874;37,23736599;24,06718892;23,1565726;6,707204325;5,93803642;6,356950277;5,564070416;4,353804594;4,629689033;17,66873724;14,06772453;9,660961673;16,31721313;14,81673203;18,26838549;3,660839145;3,765126337;3,640938326;31,47031557;26,05598019;33,74831472;16,44675814;15,8199064;19,80665963;9,796947757;14,3896711;9,585918187;13,57317272;23,56943652;26,81518684
382,022;87,22070459;91,39551695;87,18283625;31,8112647;21,09922906;27,37915905;18,59851854;15,38600976;26,66272334;8,692164713;5,202589618;9,567039047;5,785945815;12,95841907;11,9277129;56,83210085;46,52179412;34,2107892;36,0570586;32,51014337;47,1266676;27,39751359;27,8628075;23,31116971;8,580067963;8,509936548;7,645347098;33,77633342;38,90191044;25,17895434;37,17620344;23,9634481;23,09849545;6,75885973;6,00984013;6,405373465;5,653995158;4,391675434;4,697797052;17,74903898;14,01170063;9,652157557;16,2954928;14,83560021;18,29107357;3,687738533;3,765913719;3,67156114;31,63532092;26,05564229;33,76279783;16,3725584;15,70063007;19,63543898;9,696588815;14,37502834;9,467881054;13,65893706;23,52501177;26,86004982
382,615;87,4809462;91,65421709;87,33149485;31,80433999;21,050831;27,49970793;18,62689296;15,33330531;26,70292186;8,642028674;5,255448006;9,595187486;5,751808488;13,0577714;11,96644227;56,9382186;46,60750548;34,32728431;35,94465721;32,55328469;47,0069438;27,41633847;27,96490744;23,44965076;8,624006145;8,527903354;7,649819832;33,77451722;38,84732063;25,21477414;37,20403938;24,11366074;23,0411726;6,712825511;6,046267683;6,443688676;5,701395254;4,410187911;4,717438343;17,7062447;14,01632571;9,634443796;16,42010885;14,96072039;18,41144549;3,685439936;3,810111292;3,687425123;31,54885077;26,07646778;33,76587373;16,43147467;15,69338235;19,53761704;9,694726693;14,20728936;9,493412068;13,70953522;23,7133138;26,89360645
383,207;87,86640794;92,04193198;87,77406909;31,82874479;21,15806207;27,47967633;18,68023168;15,3212278;26,64134467;8,657508587;5,201029009;9,501776154;5,712383067;12,8992897;11,81969876;57,37150911;46,80327273;34,34271945;35,8908336;32,47799156;47,10961229;27,65721766;28,14785281;23,65927359;8,703319004;8,591993262;7,689276866;33,83668931;38,69734791;25,12698269;37,08947128;24,00026299;23,06130909;6,762210055;6,04135541;6,43962642;5,645817084;4,383918114;4,718663586;17,75689526;13,98552336;9,662716976;16,44938096;14,99147643;18,4683689;3,614993076;3,775028912;3,649770138;31,5451851;26,19579076;33,86009822;16,28662936;15,66149088;19,38178851;9,637973135;14,1978626;9,4622025;13,77353757;23,83396147;26,97171067
383,799;88,28047179;92,66484624;88,29100213;31,82466654;21,15044831;27,58297952;18,66807971;15,27160482;26,58931471;8,580381981;5,207723957;9,479524259;5,707358492;12,84181981;11,87604085;57,62992397;47,19280879;34,28205403;35,91474378;32,42081577;46,97986566;27,69595016;28,21329395;23,70734638;8,710797854;8,659521372;7,776722679;33,77910932;38,95668353;25,19749509;37,13627192;23,95860317;23,00135412;6,713306588;6,039827012;6,442992291;5,665347893;4,370436371;4,70002884;17,72004693;14,02930468;9,670616978;16,50766456;15,04119456;18,46739484;3,627776966;3,735663533;3,640630814;31,5646169;26,24773236;33,76494872;16,34341552;15,583867;19,39633699;9,681244713;14,16291415;9,38290499;13,70121471;23,71009982;27,11289209
384,391;88,58740351;93,01646649;88,54456831;32,00079829;21,15449149;27,50846795;18,71025686;15,2975082;26,52591036;8,557470879;5,178881798;9,426869464;5,655802368;12,81551802;11,76175798;57,78970967;47,32499452;34,26764497;35,95677281;32,50013597;46,99878509;27,77606855;28,18825605;23,8752912;8,828158661;8,679840459;7,85798785;33,72643182;38,7828299;25,09192086;37,12723209;24,01406089;23,08662905;6,766685491;6,02583906;6,457974974;5,665579593;4,376983795;4,730984611;17,7899372;14,06297543;9,714760155;16,6039707;15,13284335;18,56382741;3,639918214;3,747784656;3,640818587;31,59803422;26,31495048;33,91815076;16,32348705;15,60911251;19,39506966;9,665768497;14,18254391;9,393816193;13,79552028;23,82666564;27,21260422
384,983;88,89373718;93,40475188;88,81911;31,93322008;21,18240747;27,57446839;18,78158116;15,32335013;26,59061038;8,508550549;5,153720845;9,408236154;5,668502462;12,73444667;11,74700938;58,06251022;47,62111782;34,37388446;35,85586009;32,37425667;47,00463608;28,01601145;28,25172023;24,06031014;8,886361391;8,787504336;8,016718427;33,78115575;38,87748703;25,05385045;37,10776805;24,0459737;23,0708948;6,826675123;6,075954189;6,472784385;5,739422469;4,417483179;4,716677056;17,66047083;14,01047209;9,718910855;16,6249837;15,09768079;18,62828831;3,661851767;3,775511024;3,663746792;31,64652926;26,26266626;33,78559272;16,28475891;15,60279724;19,40005561;9,647309404;14,13599466;9,303941732;13,79821927;23,86669867;27,32948691
385,575;89,27390071;93,674032;88,92442244;31,92496782;21,18981932;27,53644236;18,7654581;15,29311884;26,57016065;8,511525677;5,155693259;9,353950993;5,640701611;12,68160503;11,65587599;58,23675268;47,87871339;34,35072308;35,81485829;32,31263707;46,92504191;28,0897187;28,34577228;24,17348798;8,906935706;8,847793339;7,92005462;33,70381518;38,83378846;25,14753464;37,13680918;24,01363739;22,95330318;6,814580985;6,083081158;6,511994901;5,729826361;4,419632871;4,712040244;17,7498547;14,06857933;9,695069116;16,6977565;15,16241639;18,76304703;3,643298784;3,730647573;3,613148043;31,66326333;26,29609908;33,96475136;16,20123831;15,59492064;19,33202929;9,636170773;14,17099263;9,345508224;13,89558637;24,02898528;27,35471696
386,167;89,55111948;94,06525949;89,13712186;31,95059221;21,14920279;27,61978166;18,73771632;15,32112988;26,51167157;8,438828335;5,135247963;9,281959451;5,558238358;12,57478047;11,54229918;58,45272534;47,98465096;34,28095582;35,71738318;32,2841708;46,83738325;28,08878192;28,43528345;24,19826609;8,982265512;8,79788657;7,991134541;33,61422995;38,75296666;25,16654449;36,96425943;24,00832515;22,92387044;6,80875767;6,057570173;6,476198871;5,727123822;4,349636676;4,710126759;17,71761271;14,0269508;9,667975003;16,70257675;15,21873599;18,71988306;3,60799434;3,717569727;3,616896618;31,62197053;26,33416046;33,82215261;16,09337173;15,44754266;19,22568722;9,514177595;14,07034891;9,248631506;13,82679111;23,91113119;27,4008557
386,759;89,97192891;94,3803135;89,38821707;32,02102238;21,31364716;27,65728916;18,77956536;15,24758851;26,37767104;8,405055972;5,154416219;9,244878317;5,544767207;12,56987148;11,57025549;58,76651376;48,10077362;34,27970966;35,73931752;32,29729099;46,86376498;28,09544641;28,52482595;24,24771901;9,094799243;8,890849706;8,079918903;33,54625646;38,65407718;25,0255469;36,87004772;24,00335825;22,8446283;6,835234789;6,099741653;6,524429677;5,76552557;4,42309218;4,760338695;17,820441;14,06975069;9,724888091;16,80416244;15,33272674;18,91863264;3,63312904;3,727252656;3,623486963;31,56783353;26,2538534;33,82498472;16,10057952;15,49303842;19,1534978;9,46656801;14,0513541;9,216297747;13,84441678;23,90030224;27,29982303
387,351;90,32292239;94,87139623;89,81650723;32,06911789;21,22900479;27,65889173;18,83139755;15,26789916;26,31550608;8,318236952;5,099891593;9,204472942;5,513149638;12,41556039;11,49560121;59,05427436;48,37646538;34,33544187;35,72121867;32,30739474;46,93129473;28,18989615;28,55447977;24,40523987;9,118960749;8,819966488;8,068400087;33,49792893;38,68492021;25,05330337;36,78622124;23,91177747;22,96247716;6,866066882;6,07042324;6,512638429;5,739995715;4,422009296;4,750204041;17,79295464;13,9871937;9,650875098;16,8550196;15,32421448;18,91807266;3,615483348;3,720484605;3,618054121;31,63095442;26,43753421;33,92256734;16,04626918;15,39557802;18,95526404;9,444436627;13,93865101;9,125702464;13,91192012;24,08587786;27,39208947
387,943;90,5409625;95,04797812;90,01668823;32,18237162;21,256236;27,73014812;18,89033916;15,23789217;26,37255117;8,296107862;5,108632003;9,13647124;5,479933855;12,37596344;11,45359742;59,09610993;48,56671592;34,36668053;35,68980169;32,22896786;46,86941711;28,3503577;28,60782916;24,43462141;9,20338688;9,014068229;8,177001176;33,67208947;38,70214752;25,15999273;36,89215132;23,93393292;22,93307064;6,891823744;6,14124289;6,587386928;5,774910042;4,429141244;4,73100908;17,83972464;14,06962422;9,723610835;16,87787259;15,31140084;19,03674447;3,630959898;3,712876636;3,649540206;31,63416985;26,47811805;33,97722657;16,07874451;15,43964022;19,01018268;9,461769149;14,0472093;9,158080511;13,90166717;24,11454763;27,55954664
388,535;90,80834262;95,45677839;90,23633376;32,18624876;21,24653031;27,73463924;18,83770479;15,19955805;26,25629355;8,208815685;5,093480038;9,102918951;5,455705562;12,35728618;11,42341536;59,43059121;48,78985892;34,22065632;35,47439904;32,20148961;46,76248771;28,4437404;28,75068508;24,55718092;9,207237839;9,010321019;8,224242566;33,61122438;38,67411184;25,12676662;36,78035767;23,90065533;22,86468359;6,948240502;6,128211381;6,593277003;5,808044222;4,46476281;4,782229201;17,74068199;14,01179085;9,668296024;17,00239805;15,39907981;18,99459872;3,636844734;3,709419766;3,645064694;31,69478856;26,52633472;34,01796549;16,0746959;15,35189109;18,98099651;9,410494747;13,98793484;9,076055658;13,95997069;24,26801381;27,58977362
389,126;90,8009141;95,70138092;90,32221624;32,148928;21,24834857;27,73710579;18,80801258;15,15555351;26,20223481;8,195451217;5,048479608;9,050532865;5,436781886;12,27010925;11,37496713;59,59527509;48,97500082;34,34465313;35,50794423;32,14171509;46,68616062;28,554769;28,77729122;24,6601356;9,236390002;9,022769117;8,262824288;33,63632525;38,59165224;25,09287415;36,70619125;23,867421;22,7806161;6,913726036;6,120607086;6,613605236;5,783147338;4,422691577;4,739380513;17,79210349;14,03029157;9,718641166;17,01425336;15,37622307;19,07692992;3,608621531;3,692440639;3,605686314;31,69515682;26,41957057;34,07612791;15,87927326;15,3090108;18,89851921;9,429820872;13,85449154;9,00309794;13,95214384;24,17672171;27,58639335
